"institution_storing","nRecords","pRecords","RecordType","FilterType","cumFrac"
"ETH Zurich, Entomological Collection",15,4.72432909802479e-06,"raw","Any location",0.99930646848841
"Nova Scotia Agricultural College",15,4.72432909802479e-06,"raw","Any location",0.999311192817508
"Research Collection of Cory Sheffield",15,4.72432909802479e-06,"raw","Any location",0.999315917146606
"Research Collection of Gerrit Tuinstra",15,4.72432909802479e-06,"raw","Any location",0.999320641475704
"Texas Museum of Entomology",15,4.72432909802479e-06,"raw","Any location",0.999325365804802
"Uludag University, Dept. of Biology",15,4.72432909802479e-06,"raw","Any location",0.9993300901339
"Universiti Kebangsaan Malaysia",15,4.72432909802479e-06,"raw","Any location",0.999334814462998
"Academy of Sciences of the Czech Republic",14,4.40937382482314e-06,"raw","Any location",0.999339223836823
"Chinese Academy of Sciences, Institute of Apiculture",14,4.40937382482314e-06,"raw","Any location",0.999343633210648
"Institut National Agronomique de Tunisie",14,4.40937382482314e-06,"raw","Any location",0.999348042584473
"Research Collection of Andreas Bergmann",14,4.40937382482314e-06,"raw","Any location",0.999352451958297
"Research Collection of Gergely Petranyi",14,4.40937382482314e-06,"raw","Any location",0.999356861332122
"Research Collection of Ignac Richter",14,4.40937382482314e-06,"raw","Any location",0.999361270705947
"Research Collection of Patrick Gros",14,4.40937382482314e-06,"raw","Any location",0.999365680079772
"United States National Museum",14,4.40937382482314e-06,"raw","Any location",0.999370089453597
"Universidad Tecnica Particular de Loja",14,4.40937382482314e-06,"raw","Any location",0.999374498827421
"University of Colorado, Museum of Natural History",14,4.40937382482314e-06,"raw","Any location",0.999378908201246
"University of Manitoba",14,4.40937382482314e-06,"raw","Any location",0.999383317575071
"Central Rice Research Institute",13,4.09441855162148e-06,"raw","Any location",0.999387411993623
"Department of Agriculture, Thailand",13,4.09441855162148e-06,"raw","Any location",0.999391506412174
"Indiana University of Pennsylvania",13,4.09441855162148e-06,"raw","Any location",0.999395600830726
"Instituto de Ciencias del Mar y Limnologia",13,4.09441855162148e-06,"raw","Any location",0.999399695249278
"Polish Academy of Sciences, Institute of Systematics and Evolution of Animals",13,4.09441855162148e-06,"raw","Any location",0.999403789667829
"Research Collection of Gilles Faravel",13,4.09441855162148e-06,"raw","Any location",0.999407884086381
"Research Collection of Petri Lampila",13,4.09441855162148e-06,"raw","Any location",0.999411978504932
"Tromso University Museum",13,4.09441855162148e-06,"raw","Any location",0.999416072923484
"Universidad Nacional Autonoma de Honduras",13,4.09441855162148e-06,"raw","Any location",0.999420167342036
"Universidade de Aveiro, Centro de Estudos do Ambiente e do Mar",13,4.09441855162148e-06,"raw","Any location",0.999424261760587
"Universidade Nova de Lisboa, Instituto do Mar",13,4.09441855162148e-06,"raw","Any location",0.999428356179139
"Chernyshevsky Saratov State University",12,3.77946327841983e-06,"raw","Any location",0.999432135642417
"Insectarium de Montreal",12,3.77946327841983e-06,"raw","Any location",0.999435915105696
"Kyushu University",12,3.77946327841983e-06,"raw","Any location",0.999439694568974
"Nova Scotia Museum",12,3.77946327841983e-06,"raw","Any location",0.999443474032253
"Research Collection of Leo Sippola",12,3.77946327841983e-06,"raw","Any location",0.999447253495531
"Research Collection of Samuel G. Pinna",12,3.77946327841983e-06,"raw","Any location",0.999451032958809
"Smithsonian Institution, NMNH, Department of Invertebrate Zoology",12,3.77946327841983e-06,"raw","Any location",0.999454812422088
"Universidad de Costa Rica, Escuela de Biologia",12,3.77946327841983e-06,"raw","Any location",0.999458591885366
"University of British Columbia",12,3.77946327841983e-06,"raw","Any location",0.999462371348645
"Wayne State University",12,3.77946327841983e-06,"raw","Any location",0.999466150811923
"Woods Hole Oceanographic Institution",12,3.77946327841983e-06,"raw","Any location",0.999469930275202
"Zhongshan Entry-Exit Inspection and Quarantine Bureau",12,3.77946327841983e-06,"raw","Any location",0.99947370973848
"Zoological Survey of India",12,3.77946327841983e-06,"raw","Any location",0.999477489201758
"Academy of Natural Sciences, Philadelphia",11,3.46450800521818e-06,"raw","Any location",0.999480953709764
"Charles University in Prague, Department of Ecology",11,3.46450800521818e-06,"raw","Any location",0.999484418217769
"Connecticut State Museum of Natural History",11,3.46450800521818e-06,"raw","Any location",0.999487882725774
"Cumberland Gap National Historical Park",11,3.46450800521818e-06,"raw","Any location",0.999491347233779
"Mammoth Cave National Park",11,3.46450800521818e-06,"raw","Any location",0.999494811741785
"Pontificia Universidad Catolica del Ecuador, Museo de Zoologia",11,3.46450800521818e-06,"raw","Any location",0.99949827624979
"Research Collection of David Webster",11,3.46450800521818e-06,"raw","Any location",0.999501740757795
"Research Collection of David Wikle",11,3.46450800521818e-06,"raw","Any location",0.9995052052658
"Research Collection of G. Sirloucomb",11,3.46450800521818e-06,"raw","Any location",0.999508669773805
"Research Collection of Leif Aarvik",11,3.46450800521818e-06,"raw","Any location",0.999512134281811
"Research Collection of Luke M. Jacobus",11,3.46450800521818e-06,"raw","Any location",0.999515598789816
"Research Collection of Rudolf Bryner",11,3.46450800521818e-06,"raw","Any location",0.999519063297821
"The Maharaja Sayajirao University of Baroda",11,3.46450800521818e-06,"raw","Any location",0.999522527805826
"Universitat Autonoma de Barcelona, Laboratorio de Zoologia",11,3.46450800521818e-06,"raw","Any location",0.999525992313831
"University of Chittagong",11,3.46450800521818e-06,"raw","Any location",0.999529456821837
"Entomological Collection of the Korea National Arboretum",10,3.14955273201653e-06,"raw","Any location",0.999532606374569
"Griffith University",10,3.14955273201653e-06,"raw","Any location",0.999535755927301
"Museum fuer Naturkunde und Vorgeschichte",10,3.14955273201653e-06,"raw","Any location",0.999538905480033
"National Research Council, Italy, Institute for Plant Protection",10,3.14955273201653e-06,"raw","Any location",0.999542055032765
"Naturkundemuseum Erfurt",10,3.14955273201653e-06,"raw","Any location",0.999545204585497
"Research Collection of Benoit Dodelin",10,3.14955273201653e-06,"raw","Any location",0.999548354138229
"Research Collection of F. Cuypers",10,3.14955273201653e-06,"raw","Any location",0.999551503690961
"Research Collection of G. Pohl",10,3.14955273201653e-06,"raw","Any location",0.999554653243693
"Research Collection of Josef Jaros",10,3.14955273201653e-06,"raw","Any location",0.999557802796425
"Research Collection of Safian Szabolcs",10,3.14955273201653e-06,"raw","Any location",0.999560952349157
"Research Collection of Vadim Krutov",10,3.14955273201653e-06,"raw","Any location",0.999564101901889
"Southern China DNA Barcoding Center",10,3.14955273201653e-06,"raw","Any location",0.999567251454621
"Towson University, Entomological Collection",10,3.14955273201653e-06,"raw","Any location",0.999570401007353
"Universidad de Cuenca",10,3.14955273201653e-06,"raw","Any location",0.999573550560085
"University of Illinois, Chicago",10,3.14955273201653e-06,"raw","Any location",0.999576700112817
"University of Kentucky",10,3.14955273201653e-06,"raw","Any location",0.999579849665549
"University of Wyoming",10,3.14955273201653e-06,"raw","Any location",0.999582999218281
"Ataturk University, Entomological Museum",9,2.83459745881487e-06,"raw","Any location",0.99958583381574
"Cornell University",9,2.83459745881487e-06,"raw","Any location",0.999588668413199
"Institute of Fisheries and Aquaculture, Varna",9,2.83459745881487e-06,"raw","Any location",0.999591503010657
"Institute of Marine Research, Center for Ecological Modelation",9,2.83459745881487e-06,"raw","Any location",0.999594337608116
"International Centre of Insect Physiology and Ecology, Emerging Infectious Diseases Laboratory",9,2.83459745881487e-06,"raw","Any location",0.999597172205575
"Kings Mountain National Military Park",9,2.83459745881487e-06,"raw","Any location",0.999600006803034
"Korean National Arboretum",9,2.83459745881487e-06,"raw","Any location",0.999602841400493
"Natal Museum",9,2.83459745881487e-06,"raw","Any location",0.999605675997951
"Research Collection of Jukka Salmela",9,2.83459745881487e-06,"raw","Any location",0.99960851059541
"Research Collection of Knud Larsen",9,2.83459745881487e-06,"raw","Any location",0.999611345192869
"Research Collection of Robert Hanner",9,2.83459745881487e-06,"raw","Any location",0.999614179790328
"Shandong Normal University",9,2.83459745881487e-06,"raw","Any location",0.999617014387787
"University of Bergen, Zoological Museum",9,2.83459745881487e-06,"raw","Any location",0.999619848985246
"University of Windsor",9,2.83459745881487e-06,"raw","Any location",0.999622683582704
"Auburn University Entomology Museum",8,2.51964218561322e-06,"raw","Any location",0.99962520322489
"Barcode of Life Data Systems",8,2.51964218561322e-06,"raw","Any location",0.999627722867076
"Big South Fork National River and Recreation Area",8,2.51964218561322e-06,"raw","Any location",0.999630242509261
"Harvard University",8,2.51964218561322e-06,"raw","Any location",0.999632762151447
"John Sandberg Stonefly Collection",8,2.51964218561322e-06,"raw","Any location",0.999635281793632
"King Saud University, Museum of Arthropods",8,2.51964218561322e-06,"raw","Any location",0.999637801435818
"KU Leuven",8,2.51964218561322e-06,"raw","Any location",0.999640321078004
"Museo Civico di Storia Naturale, Verona",8,2.51964218561322e-06,"raw","Any location",0.999642840720189
"Osaka Prefecture University, Entomological Laboratory",8,2.51964218561322e-06,"raw","Any location",0.999645360362375
"Oxford Brookes University",8,2.51964218561322e-06,"raw","Any location",0.999647880004561
"Research Collection of Andreas Werno",8,2.51964218561322e-06,"raw","Any location",0.999650399646746
"Research Collection of Dave Goulson",8,2.51964218561322e-06,"raw","Any location",0.999652919288932
"Research Collection of Dirk Stadie",8,2.51964218561322e-06,"raw","Any location",0.999655438931117
"Research Collection of Edgardo Bertaccini",8,2.51964218561322e-06,"raw","Any location",0.999657958573303
"Research Collection of Georg Stiegel",8,2.51964218561322e-06,"raw","Any location",0.999660478215489
"Research Collection of Maria Balyaeva",8,2.51964218561322e-06,"raw","Any location",0.999662997857674
"Research Collection of Omar Cao Nuoro Sardinia",8,2.51964218561322e-06,"raw","Any location",0.99966551749986
"Research Collection of Petri Hirvonen",8,2.51964218561322e-06,"raw","Any location",0.999668037142045
"Research Collection of Rudi Seliger",8,2.51964218561322e-06,"raw","Any location",0.999670556784231
"Research Collection of Zacariah Billingham",8,2.51964218561322e-06,"raw","Any location",0.999673076426417
"Royal Military College of Canada, Environmental Sciences Group",8,2.51964218561322e-06,"raw","Any location",0.999675596068602
"Universidad de Colima, Coleccion Entomologica",8,2.51964218561322e-06,"raw","Any location",0.999678115710788
"Universidade de Lisboa, Museu Bocage",8,2.51964218561322e-06,"raw","Any location",0.999680635352973
"Universita degli Studi della Tuscia, Dipartimento di Produzioni Animali",8,2.51964218561322e-06,"raw","Any location",0.999683154995159
"University of Queensland",8,2.51964218561322e-06,"raw","Any location",0.999685674637345
"USGS Great Lakes Science Center",8,2.51964218561322e-06,"raw","Any location",0.99968819427953
"Utah State University",8,2.51964218561322e-06,"raw","Any location",0.999690713921716
"Bee Biology and Systematics Laboratory, Logan, Utah",7,2.20468691241157e-06,"raw","Any location",0.999692918608628
"Centro di Ricerca per l'Agrobiologia e la Pedologia",7,2.20468691241157e-06,"raw","Any location",0.999695123295541
"Guilford Courthouse National Military Park",7,2.20468691241157e-06,"raw","Any location",0.999697327982453
"Kenya Agricultural Research Institute",7,2.20468691241157e-06,"raw","Any location",0.999699532669366
"National Agriculture and Food Research Organization, Institute for Agro-Environmental Sciences",7,2.20468691241157e-06,"raw","Any location",0.999701737356278
"North Carolina State University, Centennial Campus",7,2.20468691241157e-06,"raw","Any location",0.99970394204319
"Plant Protection Research Institute, Pretoria, South Africa",7,2.20468691241157e-06,"raw","Any location",0.999706146730103
"Research Collection of Greg Daniel",7,2.20468691241157e-06,"raw","Any location",0.999708351417015
"Research Collection of Heinz Fischer",7,2.20468691241157e-06,"raw","Any location",0.999710556103928
"Research Collection of James A. Tuttle",7,2.20468691241157e-06,"raw","Any location",0.99971276079084
"Research Collection of Josef Mooser",7,2.20468691241157e-06,"raw","Any location",0.999714965477753
"Research Collection of Katsumi Ishizuka",7,2.20468691241157e-06,"raw","Any location",0.999717170164665
"Research Collection of Lars Kuehne",7,2.20468691241157e-06,"raw","Any location",0.999719374851577
"Research Collection of Marta Skowron",7,2.20468691241157e-06,"raw","Any location",0.99972157953849
"Research Collection of Otto Feldner",7,2.20468691241157e-06,"raw","Any location",0.999723784225402
"Research Collection of Peter Jakubek",7,2.20468691241157e-06,"raw","Any location",0.999725988912315
"Research Collection of Pierre Schmit",7,2.20468691241157e-06,"raw","Any location",0.999728193599227
"Research Collection of Rifat Raina",7,2.20468691241157e-06,"raw","Any location",0.999730398286139
"Research Collection of Tomas Mustelin",7,2.20468691241157e-06,"raw","Any location",0.999732602973052
"Slovenian Museum of Natural History",7,2.20468691241157e-06,"raw","Any location",0.999734807659964
"Sofia University, St. Kliment Ohridski",7,2.20468691241157e-06,"raw","Any location",0.999737012346877
"American Type Culture Collection",6,1.88973163920992e-06,"raw","Any location",0.999738902078516
"Bermuda Aquarium, Museum and Zoo",6,1.88973163920992e-06,"raw","Any location",0.999740791810155
"Charles University in Prague",6,1.88973163920992e-06,"raw","Any location",0.999742681541794
"Elizabeth Macarthur Agricultural Institute",6,1.88973163920992e-06,"raw","Any location",0.999744571273433
"National Agricultural Research Centre, National Insect Museum, Islamabad",6,1.88973163920992e-06,"raw","Any location",0.999746461005073
"Polytechnic Institute of Braganca",6,1.88973163920992e-06,"raw","Any location",0.999748350736712
"Research Collection of David Lane",6,1.88973163920992e-06,"raw","Any location",0.999750240468351
"Research Collection of Dejan Stojanovic",6,1.88973163920992e-06,"raw","Any location",0.99975213019999
"Research Collection of Emmanuel Mace",6,1.88973163920992e-06,"raw","Any location",0.999754019931629
"Research Collection of Eric Drouet",6,1.88973163920992e-06,"raw","Any location",0.999755909663269
"Research Collection of Hartmut Rietz",6,1.88973163920992e-06,"raw","Any location",0.999757799394908
"Research Collection of J. Sumpich",6,1.88973163920992e-06,"raw","Any location",0.999759689126547
"Research Collection of K. Spatenka",6,1.88973163920992e-06,"raw","Any location",0.999761578858186
"Research Collection of Lars Crabo",6,1.88973163920992e-06,"raw","Any location",0.999763468589826
"Research Collection of Manfred Stroehle",6,1.88973163920992e-06,"raw","Any location",0.999765358321465
"Research Collection of Mauro Gianti",6,1.88973163920992e-06,"raw","Any location",0.999767248053104
"Research Collection of Michael Fibiger",6,1.88973163920992e-06,"raw","Any location",0.999769137784743
"Research Collection of Peter Hudson",6,1.88973163920992e-06,"raw","Any location",0.999771027516382
"Research Collection of Sampsa Malmberg",6,1.88973163920992e-06,"raw","Any location",0.999772917248022
"Research Collection of T. Harrison",6,1.88973163920992e-06,"raw","Any location",0.999774806979661
"Research Collection of Vadim V. Zolotuhin",6,1.88973163920992e-06,"raw","Any location",0.9997766967113
"Research Collection of Wolfgang Wittland",6,1.88973163920992e-06,"raw","Any location",0.999778586442939
"Sun Yat-Sen University",6,1.88973163920992e-06,"raw","Any location",0.999780476174578
"Universidad Nacional de Colombia",6,1.88973163920992e-06,"raw","Any location",0.999782365906218
"University of Queensland Insect Collection",6,1.88973163920992e-06,"raw","Any location",0.999784255637857
"University of Valle, Entomological Museum",6,1.88973163920992e-06,"raw","Any location",0.999786145369496
"Brigham Young University",5,1.57477636600826e-06,"raw","Any location",0.999787720145862
"CIRAD, La Reunion",5,1.57477636600826e-06,"raw","Any location",0.999789294922228
"Commonwealth Scientific and Industrial Research Organisation",5,1.57477636600826e-06,"raw","Any location",0.999790869698594
"Florida State Collection of Arthropods",5,1.57477636600826e-06,"raw","Any location",0.99979244447496
"Hungarian Natural History Museum",5,1.57477636600826e-06,"raw","Any location",0.999794019251326
"Huntsman Marine Science Centre",5,1.57477636600826e-06,"raw","Any location",0.999795594027692
"Instituto Portugues do Mar e da Atmosfera",5,1.57477636600826e-06,"raw","Any location",0.999797168804058
"National Museum of Natural History, Prague",5,1.57477636600826e-06,"raw","Any location",0.999798743580424
"New Guinea Binatang Research Center",5,1.57477636600826e-06,"raw","Any location",0.99980031835679
"Phyletisches Museum Jena",5,1.57477636600826e-06,"raw","Any location",0.999801893133156
"Research Collection of Andreas Stuebner",5,1.57477636600826e-06,"raw","Any location",0.999803467909522
"Research Collection of Christof Zeller",5,1.57477636600826e-06,"raw","Any location",0.999805042685888
"Research Collection of Frederic Beneluz",5,1.57477636600826e-06,"raw","Any location",0.999806617462254
"Research Collection of Herbert Seelaus",5,1.57477636600826e-06,"raw","Any location",0.99980819223862
"Research Collection of Herman",5,1.57477636600826e-06,"raw","Any location",0.999809767014986
"Research Collection of Iiro Kakko",5,1.57477636600826e-06,"raw","Any location",0.999811341791352
"Research Collection of J. Heppner",5,1.57477636600826e-06,"raw","Any location",0.999812916567718
"Research Collection of J. R. Wiker",5,1.57477636600826e-06,"raw","Any location",0.999814491344084
"Research Collection of Jeff Slotten",5,1.57477636600826e-06,"raw","Any location",0.99981606612045
"Research Collection of Joachim Viehmann",5,1.57477636600826e-06,"raw","Any location",0.999817640896816
"Research Collection of Jury Bezverkhov",5,1.57477636600826e-06,"raw","Any location",0.999819215673182
"Research Collection of Kyle Johnson",5,1.57477636600826e-06,"raw","Any location",0.999820790449548
"Research Collection of L. Jolicoeur",5,1.57477636600826e-06,"raw","Any location",0.999822365225914
"Research Collection of Laszlo Boerzsoeny",5,1.57477636600826e-06,"raw","Any location",0.99982394000228
"Research Collection of Lorenzo Furlan",5,1.57477636600826e-06,"raw","Any location",0.999825514778646
"Research Collection of Pierre Tripotin",5,1.57477636600826e-06,"raw","Any location",0.999827089555012
"Research Collection of Willibald Schmitz",5,1.57477636600826e-06,"raw","Any location",0.999828664331378
"Russian Academy of Science, A. N. Severtsov Institute of Ecology and Evolution",5,1.57477636600826e-06,"raw","Any location",0.999830239107744
"The University of Manchester, Manchester Museum",5,1.57477636600826e-06,"raw","Any location",0.99983181388411
"Universidade Federal de Minas Gerais",5,1.57477636600826e-06,"raw","Any location",0.999833388660476
"Universidade Federal do Piaui, Colecao de Historia Natural",5,1.57477636600826e-06,"raw","Any location",0.999834963436842
"University of Arizona",5,1.57477636600826e-06,"raw","Any location",0.999836538213208
"University of California, Irvine, Developmental Biology Centre",5,1.57477636600826e-06,"raw","Any location",0.999838112989574
"University of Mississippi",5,1.57477636600826e-06,"raw","Any location",0.99983968776594
"University of Oslo, Natural History Museum, Insect Collection",5,1.57477636600826e-06,"raw","Any location",0.999841262542306
"University of Western Ontario",5,1.57477636600826e-06,"raw","Any location",0.999842837318672
"Wildlife Institute of India",5,1.57477636600826e-06,"raw","Any location",0.999844412095038
"Berhampur University",4,1.25982109280661e-06,"raw","Any location",0.999845671916131
"Indian Agricultural Research Institute",4,1.25982109280661e-06,"raw","Any location",0.999846931737224
"Instituto Tecnologico de la Produccion",4,1.25982109280661e-06,"raw","Any location",0.999848191558317
"Kyoto Prefectural University",4,1.25982109280661e-06,"raw","Any location",0.99984945137941
"Museo Municipal de Ciencias Naturales Lorenzo Scaglia",4,1.25982109280661e-06,"raw","Any location",0.999850711200502
"National Sun Yat-Sen University, Dept of Biological Sciences",4,1.25982109280661e-06,"raw","Any location",0.999851971021595
"Research Collection of Alan Wormington",4,1.25982109280661e-06,"raw","Any location",0.999853230842688
"Research Collection of Bojan Zlatkov",4,1.25982109280661e-06,"raw","Any location",0.999854490663781
"Research Collection of Christian Zehentner",4,1.25982109280661e-06,"raw","Any location",0.999855750484874
"Research Collection of Frederic Billi",4,1.25982109280661e-06,"raw","Any location",0.999857010305966
"Research Collection of Henri Hoppe",4,1.25982109280661e-06,"raw","Any location",0.999858270127059
"Research Collection of Jerome Barbut",4,1.25982109280661e-06,"raw","Any location",0.999859529948152
"Research Collection of Joao Lima",4,1.25982109280661e-06,"raw","Any location",0.999860789769245
"Research Collection of R. J. Heckford",4,1.25982109280661e-06,"raw","Any location",0.999862049590338
"Research Collection of R. Oswald",4,1.25982109280661e-06,"raw","Any location",0.99986330941143
"Research Collection of Rune Christensen",4,1.25982109280661e-06,"raw","Any location",0.999864569232523
"Research Collection of Stuart Roberts",4,1.25982109280661e-06,"raw","Any location",0.999865829053616
"Research Collection of T. S. Dickel",4,1.25982109280661e-06,"raw","Any location",0.999867088874709
"Research Collection of Teemu Klemetti",4,1.25982109280661e-06,"raw","Any location",0.999868348695802
"Research Collection of Timm Karisch",4,1.25982109280661e-06,"raw","Any location",0.999869608516894
"Royal Alberta Museum, Invertebrate Zoology",4,1.25982109280661e-06,"raw","Any location",0.999870868337987
"Smithsonian Institution, National Museum of Natural History, BIOLAT",4,1.25982109280661e-06,"raw","Any location",0.99987212815908
"Tel Aviv University, Steinhardt Museum of Natural History",4,1.25982109280661e-06,"raw","Any location",0.999873387980173
"United States Department of Agriculture, Systematic Entomology Lab",4,1.25982109280661e-06,"raw","Any location",0.999874647801266
"Universidad de Bogota Jorge Tadeo Lozano",4,1.25982109280661e-06,"raw","Any location",0.999875907622359
"University of Ballarat",4,1.25982109280661e-06,"raw","Any location",0.999877167443451
"University of Tehran, Zoological Museum",4,1.25982109280661e-06,"raw","Any location",0.999878427264544
"Walter Reed Biosystematics Unit",4,1.25982109280661e-06,"raw","Any location",0.999879687085637
"AllDtec",3,9.44865819604958e-07,"raw","Any location",0.999880631951456
"Broad Institute of MIT and Harvard",3,9.44865819604958e-07,"raw","Any location",0.999881576817276
"California Department for Food and Agriculture",3,9.44865819604958e-07,"raw","Any location",0.999882521683096
"Canadian Centre for DNA Barcoding",3,9.44865819604958e-07,"raw","Any location",0.999883466548915
"College of the North Atlantic, Carbonear",3,9.44865819604958e-07,"raw","Any location",0.999884411414735
"Estonian Museum of Natural History",3,9.44865819604958e-07,"raw","Any location",0.999885356280555
"Institut Pasteur de la Guyane",3,9.44865819604958e-07,"raw","Any location",0.999886301146374
"Institute of Cytology and Genetics, Russia",3,9.44865819604958e-07,"raw","Any location",0.999887246012194
"Ministerio de Vivienda Ordenamiento Territorial y Medio Ambiente",3,9.44865819604958e-07,"raw","Any location",0.999888190878013
"Natural History Museum of Central Finland",3,9.44865819604958e-07,"raw","Any location",0.999889135743833
"Ninety Six National Historic Site",3,9.44865819604958e-07,"raw","Any location",0.999890080609653
"Private Collection of David L.Wagner",3,9.44865819604958e-07,"raw","Any location",0.999891025475472
"Research Collection of Aistleitner",3,9.44865819604958e-07,"raw","Any location",0.999891970341292
"Research Collection of Andrey Bezborodkin",3,9.44865819604958e-07,"raw","Any location",0.999892915207111
"Research Collection of Benjamin Wiesmair",3,9.44865819604958e-07,"raw","Any location",0.999893860072931
"Research Collection of Felix A. H. Sperling",3,9.44865819604958e-07,"raw","Any location",0.999894804938751
"Research Collection of H. Vargas",3,9.44865819604958e-07,"raw","Any location",0.99989574980457
"Research Collection of Horst Kach",3,9.44865819604958e-07,"raw","Any location",0.99989669467039
"Research Collection of Ilpo Rutanen",3,9.44865819604958e-07,"raw","Any location",0.999897639536209
"Research Collection of J. Baixeras",3,9.44865819604958e-07,"raw","Any location",0.999898584402029
"Research Collection of Jari-Pekka Kaitila",3,9.44865819604958e-07,"raw","Any location",0.999899529267849
"Research Collection of Jason Hall",3,9.44865819604958e-07,"raw","Any location",0.999900474133668
"Research Collection of K. Silvonen",3,9.44865819604958e-07,"raw","Any location",0.999901418999488
"Research Collection of Kari Tahvanainen",3,9.44865819604958e-07,"raw","Any location",0.999902363865308
"Research Collection of Kornel Takats",3,9.44865819604958e-07,"raw","Any location",0.999903308731127
"Research Collection of Martin Corley",3,9.44865819604958e-07,"raw","Any location",0.999904253596947
"Research Collection of Michael Weidlich",3,9.44865819604958e-07,"raw","Any location",0.999905198462766
"Research Collection of Murat Aytekin",3,9.44865819604958e-07,"raw","Any location",0.999906143328586
"Research Collection of Pekka Majuri",3,9.44865819604958e-07,"raw","Any location",0.999907088194405
"Research Collection of Prohaska",3,9.44865819604958e-07,"raw","Any location",0.999908033060225
"Research Collection of Ralf Fiebig",3,9.44865819604958e-07,"raw","Any location",0.999908977926045
"Research Collection of Rudolf Keller",3,9.44865819604958e-07,"raw","Any location",0.999909922791864
"Research Collection of Steve Woodhall",3,9.44865819604958e-07,"raw","Any location",0.999910867657684
"Research Collection of Stoyan Beshkov",3,9.44865819604958e-07,"raw","Any location",0.999911812523503
"Research Collection of Talya D. Hackett",3,9.44865819604958e-07,"raw","Any location",0.999912757389323
"Research Collection of Vernon Brou",3,9.44865819604958e-07,"raw","Any location",0.999913702255143
"Research Collection of Willy Biesenbaum",3,9.44865819604958e-07,"raw","Any location",0.999914647120962
"Tel Aviv University, Department of Zoology",3,9.44865819604958e-07,"raw","Any location",0.999915591986782
"Universidad de Concepcion",3,9.44865819604958e-07,"raw","Any location",0.999916536852602
"Universidad de Panama, Museo de Invertebrados G.B. Fairchild",3,9.44865819604958e-07,"raw","Any location",0.999917481718421
"Universidad Zamorano",3,9.44865819604958e-07,"raw","Any location",0.999918426584241
"University of California, Riverside",3,9.44865819604958e-07,"raw","Any location",0.99991937145006
"University of Crete, Natural History Museum",3,9.44865819604958e-07,"raw","Any location",0.99992031631588
"University of Guelph, Hanner Laboratory",3,9.44865819604958e-07,"raw","Any location",0.9999212611817
"University of Idaho",3,9.44865819604958e-07,"raw","Any location",0.999922206047519
"University of Roehampton",3,9.44865819604958e-07,"raw","Any location",0.999923150913339
"Yangzhou University",3,9.44865819604958e-07,"raw","Any location",0.999924095779158
"York University",3,9.44865819604958e-07,"raw","Any location",0.999925040644978
"Zoological Survey of India, Southern Regional Centre",3,9.44865819604958e-07,"raw","Any location",0.999925985510798
"Baylor College of Medicine",2,6.29910546403305e-07,"raw","Any location",0.999926615421344
"Cowpens National Battlefield",2,6.29910546403305e-07,"raw","Any location",0.99992724533189
"Escuela Politecnica Nacional, Museo de Historia Natural",2,6.29910546403305e-07,"raw","Any location",0.999927875242437
"Estonian Institute of Zoology and Botany",2,6.29910546403305e-07,"raw","Any location",0.999928505152983
"Finger Lakes Community College",2,6.29910546403305e-07,"raw","Any location",0.99992913506353
"Gdansk University",2,6.29910546403305e-07,"raw","Any location",0.999929764974076
"Government of Australia, Department of Agriculture and Water Resources, Melbourne",2,6.29910546403305e-07,"raw","Any location",0.999930394884622
"Great Smoky Mountains National Park",2,6.29910546403305e-07,"raw","Any location",0.999931024795169
"Hazara University",2,6.29910546403305e-07,"raw","Any location",0.999931654705715
"Hebert Lab Collection",2,6.29910546403305e-07,"raw","Any location",0.999932284616262
"Hokkaido University, Entomological Institute",2,6.29910546403305e-07,"raw","Any location",0.999932914526808
"J. Craig Venter Institute",2,6.29910546403305e-07,"raw","Any location",0.999933544437354
"Kuopio Natural History Museum",2,6.29910546403305e-07,"raw","Any location",0.999934174347901
"Lithuanian University of Educational Sciences",2,6.29910546403305e-07,"raw","Any location",0.999934804258447
"Martin Luther University of Halle-Wittenberg, Zoological Institute",2,6.29910546403305e-07,"raw","Any location",0.999935434168994
"Milwaukee Public Museum",2,6.29910546403305e-07,"raw","Any location",0.99993606407954
"Mississippi State University, Entomological Collection",2,6.29910546403305e-07,"raw","Any location",0.999936693990086
"Moscow State University, Department of Vertebrate Zoology",2,6.29910546403305e-07,"raw","Any location",0.999937323900633
"Musee National d'histoire Naturelle Luxembourg",2,6.29910546403305e-07,"raw","Any location",0.999937953811179
"Museo Nacional de Costa Rica",2,6.29910546403305e-07,"raw","Any location",0.999938583721726
"Nazife Tuatay Plant Protection Museum",2,6.29910546403305e-07,"raw","Any location",0.999939213632272
"Queensland Government, Dept. of Primary Industries and Fisheries",2,6.29910546403305e-07,"raw","Any location",0.999939843542818
"Research Collection of Albert Legrain",2,6.29910546403305e-07,"raw","Any location",0.999940473453365
"Research Collection of Andreas Kopp",2,6.29910546403305e-07,"raw","Any location",0.999941103363911
"Research Collection of Donald Quicke",2,6.29910546403305e-07,"raw","Any location",0.999941733274458
"Research Collection of George Ohrant",2,6.29910546403305e-07,"raw","Any location",0.999942363185004
"Research Collection of Hans Loebel",2,6.29910546403305e-07,"raw","Any location",0.99994299309555
"Research Collection of Harry Fay",2,6.29910546403305e-07,"raw","Any location",0.999943623006097
"Research Collection of Hartmut Wegner",2,6.29910546403305e-07,"raw","Any location",0.999944252916643
"Research Collection of J. Marek",2,6.29910546403305e-07,"raw","Any location",0.99994488282719
