Accession	Sample Name	SPUID	Organism	Tax ID	Isolate	BioProject
SAMN10877594	oro164269	oro164269	feces metagenome	1861841	oro164269	PRJNA518082
SAMN10877595	oro164270	oro164270	feces metagenome	1861841	oro164270	PRJNA518082
SAMN10877596	oro164272	oro164272	feces metagenome	1861841	oro164272	PRJNA518082
SAMN10877597	oro164273	oro164273	feces metagenome	1861841	oro164273	PRJNA518082
SAMN10877598	oro164274	oro164274	feces metagenome	1861841	oro164274	PRJNA518082
SAMN10877599	oro164275	oro164275	feces metagenome	1861841	oro164275	PRJNA518082
SAMN10877600	oro164276	oro164276	feces metagenome	1861841	oro164276	PRJNA518082
SAMN10877601	oro164277	oro164277	feces metagenome	1861841	oro164277	PRJNA518082
SAMN10877602	oro164278	oro164278	feces metagenome	1861841	oro164278	PRJNA518082
SAMN10877603	oro164279	oro164279	feces metagenome	1861841	oro164279	PRJNA518082
SAMN10877604	oro164280	oro164280	feces metagenome	1861841	oro164280	PRJNA518082
SAMN10877605	oro164281	oro164281	feces metagenome	1861841	oro164281	PRJNA518082
SAMN10877606	oro164385	oro164385	feces metagenome	1861841	oro164385	PRJNA518082
SAMN10877607	oro164386	oro164386	feces metagenome	1861841	oro164386	PRJNA518082
SAMN10877608	oro164387	oro164387	feces metagenome	1861841	oro164387	PRJNA518082
SAMN10877609	oro164388	oro164388	feces metagenome	1861841	oro164388	PRJNA518082
SAMN10877610	oro164389	oro164389	feces metagenome	1861841	oro164389	PRJNA518082
SAMN10877611	oro164390	oro164390	feces metagenome	1861841	oro164390	PRJNA518082
SAMN10877612	oro164391	oro164391	feces metagenome	1861841	oro164391	PRJNA518082
SAMN10877613	oro164392	oro164392	feces metagenome	1861841	oro164392	PRJNA518082
SAMN10877614	oro164393	oro164393	feces metagenome	1861841	oro164393	PRJNA518082
SAMN10877615	oro164394	oro164394	feces metagenome	1861841	oro164394	PRJNA518082
SAMN10877616	negoro43B02	negoro43B02	feces metagenome	1861841	negoro43B02	PRJNA518082
SAMN10877617	negoro43D04	negoro43D04	feces metagenome	1861841	negoro43D04	PRJNA518082
SAMN10877618	negoro43F06	negoro43F06	feces metagenome	1861841	negoro43F06	PRJNA518082
SAMN10877619	negoro43G07	negoro43G07	feces metagenome	1861841	negoro43G07	PRJNA518082
SAMN10877620	negoro45A01	negoro45A01	feces metagenome	1861841	negoro45A01	PRJNA518082
SAMN10877621	negoro45B02	negoro45B02	feces metagenome	1861841	negoro45B02	PRJNA518082
SAMN10877622	negoro45C03	negoro45C03	feces metagenome	1861841	negoro45C03	PRJNA518082
SAMN10877623	negoro45D04	negoro45D04	feces metagenome	1861841	negoro45D04	PRJNA518082
SAMN10877624	negoro45E05	negoro45E05	feces metagenome	1861841	negoro45E05	PRJNA518082
SAMN10877625	negbri45F06	negbri45F06	feces metagenome	1861841	negbri45F06	PRJNA518082
SAMN10877626	negbri45G07	negbri45G07	feces metagenome	1861841	negbri45G07	PRJNA518082
SAMN10877627	negbri45H08	negbri45H08	feces metagenome	1861841	negbri45H08	PRJNA518082
SAMN10877628	oro169127	oro169127	feces metagenome	1861841	oro169127	PRJNA518082
SAMN10877629	oro169128	oro169128	feces metagenome	1861841	oro169128	PRJNA518082
SAMN10877630	oro169129	oro169129	feces metagenome	1861841	oro169129	PRJNA518082
SAMN10877631	oro169130	oro169130	feces metagenome	1861841	oro169130	PRJNA518082
SAMN10877632	oro169132	oro169132	feces metagenome	1861841	oro169132	PRJNA518082
SAMN10877633	oro169133	oro169133	feces metagenome	1861841	oro169133	PRJNA518082
SAMN10877634	oro169136	oro169136	feces metagenome	1861841	oro169136	PRJNA518082
SAMN10877635	oro169137	oro169137	feces metagenome	1861841	oro169137	PRJNA518082
SAMN10877636	oro169139	oro169139	feces metagenome	1861841	oro169139	PRJNA518082
SAMN10877637	oro169140	oro169140	feces metagenome	1861841	oro169140	PRJNA518082
SAMN10877638	oro169141	oro169141	feces metagenome	1861841	oro169141	PRJNA518082
SAMN10877639	oro169142	oro169142	feces metagenome	1861841	oro169142	PRJNA518082
SAMN10877640	oro169143	oro169143	feces metagenome	1861841	oro169143	PRJNA518082
SAMN10877641	oro169144	oro169144	feces metagenome	1861841	oro169144	PRJNA518082
SAMN10877642	oro169145	oro169145	feces metagenome	1861841	oro169145	PRJNA518082
SAMN10877643	oro169146	oro169146	feces metagenome	1861841	oro169146	PRJNA518082
SAMN10877644	oro169147	oro169147	feces metagenome	1861841	oro169147	PRJNA518082
SAMN10877645	oro169148	oro169148	feces metagenome	1861841	oro169148	PRJNA518082
SAMN10877646	oro169149	oro169149	feces metagenome	1861841	oro169149	PRJNA518082
SAMN10877647	oro169150	oro169150	feces metagenome	1861841	oro169150	PRJNA518082
SAMN10877648	oro169151	oro169151	feces metagenome	1861841	oro169151	PRJNA518082
SAMN10877649	oro169152	oro169152	feces metagenome	1861841	oro169152	PRJNA518082
SAMN10877650	oro169154	oro169154	feces metagenome	1861841	oro169154	PRJNA518082
SAMN10877651	oro169155	oro169155	feces metagenome	1861841	oro169155	PRJNA518082
SAMN10877652	oro169156	oro169156	feces metagenome	1861841	oro169156	PRJNA518082
SAMN10877653	oro169157	oro169157	feces metagenome	1861841	oro169157	PRJNA518082
SAMN10877654	oro169158	oro169158	feces metagenome	1861841	oro169158	PRJNA518082
SAMN10877655	oro169159	oro169159	feces metagenome	1861841	oro169159	PRJNA518082
SAMN10877656	oro169160	oro169160	feces metagenome	1861841	oro169160	PRJNA518082
SAMN10877657	oro169161	oro169161	feces metagenome	1861841	oro169161	PRJNA518082
SAMN10877658	oro169162	oro169162	feces metagenome	1861841	oro169162	PRJNA518082
SAMN10877659	oro169250	oro169250	feces metagenome	1861841	oro169250	PRJNA518082
SAMN10877660	oro169252	oro169252	feces metagenome	1861841	oro169252	PRJNA518082
SAMN10877661	oro169253	oro169253	feces metagenome	1861841	oro169253	PRJNA518082
SAMN10877662	oro169254	oro169254	feces metagenome	1861841	oro169254	PRJNA518082
SAMN10877663	oro169255	oro169255	feces metagenome	1861841	oro169255	PRJNA518082
SAMN10877664	oro169256	oro169256	feces metagenome	1861841	oro169256	PRJNA518082
SAMN10877665	oro169257	oro169257	feces metagenome	1861841	oro169257	PRJNA518082
SAMN10877666	oro169258	oro169258	feces metagenome	1861841	oro169258	PRJNA518082
SAMN10877667	oro169259	oro169259	feces metagenome	1861841	oro169259	PRJNA518082
SAMN10877668	oro169260	oro169260	feces metagenome	1861841	oro169260	PRJNA518082
SAMN10877669	oro169261	oro169261	feces metagenome	1861841	oro169261	PRJNA518082
SAMN10877670	oro169263	oro169263	feces metagenome	1861841	oro169263	PRJNA518082
SAMN10877671	oro169264	oro169264	feces metagenome	1861841	oro169264	PRJNA518082
SAMN10877672	oro169265	oro169265	feces metagenome	1861841	oro169265	PRJNA518082
SAMN10877673	oro169266	oro169266	feces metagenome	1861841	oro169266	PRJNA518082
SAMN10877674	oro169267	oro169267	feces metagenome	1861841	oro169267	PRJNA518082
SAMN10877675	oro169268	oro169268	feces metagenome	1861841	oro169268	PRJNA518082
SAMN10877676	oro169269	oro169269	feces metagenome	1861841	oro169269	PRJNA518082
SAMN10877677	oro169270	oro169270	feces metagenome	1861841	oro169270	PRJNA518082
SAMN10877678	oro169271	oro169271	feces metagenome	1861841	oro169271	PRJNA518082
SAMN10877679	oro169272	oro169272	feces metagenome	1861841	oro169272	PRJNA518082
SAMN10877680	oro169274	oro169274	feces metagenome	1861841	oro169274	PRJNA518082
SAMN10877681	oro169275	oro169275	feces metagenome	1861841	oro169275	PRJNA518082
SAMN10877682	oro169276	oro169276	feces metagenome	1861841	oro169276	PRJNA518082
SAMN10877683	oro169277	oro169277	feces metagenome	1861841	oro169277	PRJNA518082
SAMN10877684	oro169278	oro169278	feces metagenome	1861841	oro169278	PRJNA518082
SAMN10877685	oro169279	oro169279	feces metagenome	1861841	oro169279	PRJNA518082
SAMN10877686	oro169280	oro169280	feces metagenome	1861841	oro169280	PRJNA518082
SAMN10877687	oro169281	oro169281	feces metagenome	1861841	oro169281	PRJNA518082
SAMN10877688	oro169282	oro169282	feces metagenome	1861841	oro169282	PRJNA518082
SAMN10877689	oro169283	oro169283	feces metagenome	1861841	oro169283	PRJNA518082
SAMN10877690	oro169284	oro169284	feces metagenome	1861841	oro169284	PRJNA518082
SAMN10877691	oro169285	oro169285	feces metagenome	1861841	oro169285	PRJNA518082
SAMN10877692	oro169286	oro169286	feces metagenome	1861841	oro169286	PRJNA518082
SAMN10877693	oro169287	oro169287	feces metagenome	1861841	oro169287	PRJNA518082
SAMN10877694	oro169288	oro169288	feces metagenome	1861841	oro169288	PRJNA518082
SAMN10877695	oro169289	oro169289	feces metagenome	1861841	oro169289	PRJNA518082
SAMN10877696	oro169290	oro169290	feces metagenome	1861841	oro169290	PRJNA518082
SAMN10877697	oro169291	oro169291	feces metagenome	1861841	oro169291	PRJNA518082
SAMN10877698	oro169292	oro169292	feces metagenome	1861841	oro169292	PRJNA518082
SAMN10877699	oro169293	oro169293	feces metagenome	1861841	oro169293	PRJNA518082
SAMN10877700	oro169294	oro169294	feces metagenome	1861841	oro169294	PRJNA518082
SAMN10877701	oro169295	oro169295	feces metagenome	1861841	oro169295	PRJNA518082
SAMN10877702	oro169297	oro169297	feces metagenome	1861841	oro169297	PRJNA518082
SAMN10877703	oro169298	oro169298	feces metagenome	1861841	oro169298	PRJNA518082
SAMN10877704	oro169299	oro169299	feces metagenome	1861841	oro169299	PRJNA518082
SAMN10877705	oro169300	oro169300	feces metagenome	1861841	oro169300	PRJNA518082
SAMN10877706	oro169301	oro169301	feces metagenome	1861841	oro169301	PRJNA518082
SAMN10877707	oro16CP160001	oro16CP160001	feces metagenome	1861841	oro16CP160001	PRJNA518082
SAMN10877708	oro16CP160003	oro16CP160003	feces metagenome	1861841	oro16CP160003	PRJNA518082
SAMN10877709	oro16CP160004	oro16CP160004	feces metagenome	1861841	oro16CP160004	PRJNA518082
SAMN10877710	oro16CP160005	oro16CP160005	feces metagenome	1861841	oro16CP160005	PRJNA518082
SAMN10877711	oro16CP160006	oro16CP160006	feces metagenome	1861841	oro16CP160006	PRJNA518082
SAMN10877712	oro16CP160009	oro16CP160009	feces metagenome	1861841	oro16CP160009	PRJNA518082
SAMN10877713	oro16CP160010	oro16CP160010	feces metagenome	1861841	oro16CP160010	PRJNA518082
SAMN10877714	oro16CP160011	oro16CP160011	feces metagenome	1861841	oro16CP160011	PRJNA518082
SAMN10877715	oro16CP160017	oro16CP160017	feces metagenome	1861841	oro16CP160017	PRJNA518082
SAMN10877716	oro16CP160051	oro16CP160051	feces metagenome	1861841	oro16CP160051	PRJNA518082
SAMN10877717	oro16CP160052	oro16CP160052	feces metagenome	1861841	oro16CP160052	PRJNA518082
SAMN10877718	oro16CP160053	oro16CP160053	feces metagenome	1861841	oro16CP160053	PRJNA518082
SAMN10877719	oro16CP160054	oro16CP160054	feces metagenome	1861841	oro16CP160054	PRJNA518082
SAMN10877720	oro16CP160055	oro16CP160055	feces metagenome	1861841	oro16CP160055	PRJNA518082
SAMN10877721	oro16CP160056	oro16CP160056	feces metagenome	1861841	oro16CP160056	PRJNA518082
SAMN10877722	oro16CP160057	oro16CP160057	feces metagenome	1861841	oro16CP160057	PRJNA518082
SAMN10877723	oro16CP160058	oro16CP160058	feces metagenome	1861841	oro16CP160058	PRJNA518082
SAMN10877724	oro16CP160059	oro16CP160059	feces metagenome	1861841	oro16CP160059	PRJNA518082
SAMN10877725	oro16CP160062	oro16CP160062	feces metagenome	1861841	oro16CP160062	PRJNA518082
SAMN10877726	oro16CP160063	oro16CP160063	feces metagenome	1861841	oro16CP160063	PRJNA518082
SAMN10877727	oro16CP160064	oro16CP160064	feces metagenome	1861841	oro16CP160064	PRJNA518082
SAMN10877728	oro16CP160065	oro16CP160065	feces metagenome	1861841	oro16CP160065	PRJNA518082
SAMN10877729	oro16CP160066	oro16CP160066	feces metagenome	1861841	oro16CP160066	PRJNA518082
SAMN10877730	oro16CP160067	oro16CP160067	feces metagenome	1861841	oro16CP160067	PRJNA518082
SAMN10877731	oro16CP160068	oro16CP160068	feces metagenome	1861841	oro16CP160068	PRJNA518082
SAMN10877732	oro16CP160069	oro16CP160069	feces metagenome	1861841	oro16CP160069	PRJNA518082
SAMN10877733	oro16CP160071	oro16CP160071	feces metagenome	1861841	oro16CP160071	PRJNA518082
SAMN10877734	oro16CP160072	oro16CP160072	feces metagenome	1861841	oro16CP160072	PRJNA518082
SAMN10877735	oro16CP160073	oro16CP160073	feces metagenome	1861841	oro16CP160073	PRJNA518082
SAMN10877736	oro16CP160074	oro16CP160074	feces metagenome	1861841	oro16CP160074	PRJNA518082
SAMN10877737	oro16CP160076	oro16CP160076	feces metagenome	1861841	oro16CP160076	PRJNA518082
SAMN10877738	oro16CP160077	oro16CP160077	feces metagenome	1861841	oro16CP160077	PRJNA518082
SAMN10877739	oro16CP160078	oro16CP160078	feces metagenome	1861841	oro16CP160078	PRJNA518082
SAMN10877740	oro16CP160079	oro16CP160079	feces metagenome	1861841	oro16CP160079	PRJNA518082
SAMN10877741	oro16CP160080	oro16CP160080	feces metagenome	1861841	oro16CP160080	PRJNA518082
SAMN10877742	oro16CP160081	oro16CP160081	feces metagenome	1861841	oro16CP160081	PRJNA518082
SAMN10877743	oro16CP160096	oro16CP160096	feces metagenome	1861841	oro16CP160096	PRJNA518082
SAMN10877744	oro16CP160097	oro16CP160097	feces metagenome	1861841	oro16CP160097	PRJNA518082
SAMN10877745	oro16CP160098	oro16CP160098	feces metagenome	1861841	oro16CP160098	PRJNA518082
SAMN10877746	oro16CP160100	oro16CP160100	feces metagenome	1861841	oro16CP160100	PRJNA518082
SAMN10877747	oro16CP160102	oro16CP160102	feces metagenome	1861841	oro16CP160102	PRJNA518082
SAMN10877748	oro16CP160104	oro16CP160104	feces metagenome	1861841	oro16CP160104	PRJNA518082
SAMN10877749	oro16CP160105	oro16CP160105	feces metagenome	1861841	oro16CP160105	PRJNA518082
SAMN10877750	oro16CP160106	oro16CP160106	feces metagenome	1861841	oro16CP160106	PRJNA518082
SAMN10877751	oro16CP160112	oro16CP160112	feces metagenome	1861841	oro16CP160112	PRJNA518082
SAMN10877752	mockIM4p7L2	mockIM4p7L2	feces metagenome	1861841	mockIM4p7L2	PRJNA518082
