SeqID,SampleType,NewDate,Library,bioproject_accession,organism,env_broad_scale,env_local_scale,env_medium,host,lat_lon,taxonomy,isolate,catsite
oro160652,sample,2016-06-25,libB,PRJNA518082,not collected,not collected,not applicable,not applicable,not collected,not applicable,feces metagenome,oro160652,USA: Maple Hill Hollis NH
oro160653,sample,2016-06-25,libB,PRJNA518082,not collected,not collected,not applicable,not applicable,not collected,not applicable,feces metagenome,oro160653,USA: Maple Hill Hollis NH
oro160654,sample,2016-06-25,libB,PRJNA518082,not collected,not collected,not applicable,not applicable,not collected,not applicable,feces metagenome,oro160654,USA: Maple Hill Hollis NH
oro160655,sample,2016-06-25,libB,PRJNA518082,not collected,not collected,not applicable,not applicable,not collected,not applicable,feces metagenome,oro160655,USA: Maple Hill Hollis NH
oro160657,sample,2016-06-25,libB,PRJNA518082,not collected,not collected,not applicable,not applicable,not collected,not applicable,feces metagenome,oro160657,USA: Maple Hill Hollis NH
oro160658,sample,2016-07-03,libB,PRJNA518082,not collected,not collected,not applicable,not applicable,not collected,not applicable,feces metagenome,oro160658,USA: Maple Hill Hollis NH
bri160659,sample,2016-07-23,libC,PRJNA518082,not collected,not collected,not applicable,not applicable,not collected,not applicable,feces metagenome,bri160659,USA: Ely Mine VT
oro160659,sample,2016-07-03,libB,PRJNA518082,not collected,not collected,not applicable,not applicable,not collected,not applicable,feces metagenome,oro160659,USA: Maple Hill Hollis NH
bri160660,sample,2016-07-23,libC,PRJNA518082,not collected,not collected,not applicable,not applicable,not collected,not applicable,feces metagenome,bri160660,USA: Ely Mine VT
oro160660,sample,2016-07-03,libB,PRJNA518082,not collected,not collected,not applicable,not applicable,not collected,not applicable,feces metagenome,oro160660,USA: Maple Hill Hollis NH
oro160661,sample,2016-07-03,libB,PRJNA518082,not collected,not collected,not applicable,not applicable,not collected,not applicable,feces metagenome,oro160661,USA: Maple Hill Hollis NH
oro160662,sample,2016-07-03,libB,PRJNA518082,not collected,not collected,not applicable,not applicable,not collected,not applicable,feces metagenome,oro160662,USA: Maple Hill Hollis NH
oro160663,sample,2016-07-03,libB,PRJNA518082,not collected,not collected,not applicable,not applicable,not collected,not applicable,feces metagenome,oro160663,USA: Maple Hill Hollis NH
oro160664,sample,2016-07-03,libB,PRJNA518082,not collected,not collected,not applicable,not applicable,not collected,not applicable,feces metagenome,oro160664,USA: Maple Hill Hollis NH
oro160665,sample,2016-07-03,libB,PRJNA518082,not collected,not collected,not applicable,not applicable,not collected,not applicable,feces metagenome,oro160665,USA: Maple Hill Hollis NH
oro160666,sample,2016-07-03,libB,PRJNA518082,not collected,not collected,not applicable,not applicable,not collected,not applicable,feces metagenome,oro160666,USA: Maple Hill Hollis NH
oro160668,sample,2016-07-03,libB,PRJNA518082,not collected,not collected,not applicable,not applicable,not collected,not applicable,feces metagenome,oro160668,USA: Maple Hill Hollis NH
oro160669,sample,2016-07-03,libB,PRJNA518082,not collected,not collected,not applicable,not applicable,not collected,not applicable,feces metagenome,oro160669,USA: Maple Hill Hollis NH
oro160670,sample,2016-07-09,libB,PRJNA518082,not collected,not collected,not applicable,not applicable,not collected,not applicable,feces metagenome,oro160670,USA: Maple Hill Hollis NH
oro160671,sample,2016-07-09,libB,PRJNA518082,not collected,not collected,not applicable,not applicable,not collected,not applicable,feces metagenome,oro160671,USA: Maple Hill Hollis NH
oro160672,sample,2016-07-09,libB,PRJNA518082,not collected,not collected,not applicable,not applicable,not collected,not applicable,feces metagenome,oro160672,USA: Maple Hill Hollis NH
oro160673,sample,2016-07-09,libB,PRJNA518082,not collected,not collected,not applicable,not applicable,not collected,not applicable,feces metagenome,oro160673,USA: Maple Hill Hollis NH
oro160674,sample,2016-07-09,libB,PRJNA518082,not collected,not collected,not applicable,not applicable,not collected,not applicable,feces metagenome,oro160674,USA: Maple Hill Hollis NH
oro160675,sample,2016-07-09,libB,PRJNA518082,not collected,not collected,not applicable,not applicable,not collected,not applicable,feces metagenome,oro160675,USA: Maple Hill Hollis NH
oro160676,sample,2016-07-09,libB,PRJNA518082,not collected,not collected,not applicable,not applicable,not collected,not applicable,feces metagenome,oro160676,USA: Maple Hill Hollis NH
oro160677,sample,2016-07-09,libB,PRJNA518082,not collected,not collected,not applicable,not applicable,not collected,not applicable,feces metagenome,oro160677,USA: Maple Hill Hollis NH
oro160678,sample,2016-07-09,libB,PRJNA518082,not collected,not collected,not applicable,not applicable,not collected,not applicable,feces metagenome,oro160678,USA: Maple Hill Hollis NH
oro160679,sample,2016-07-09,libB,PRJNA518082,not collected,not collected,not applicable,not applicable,not collected,not applicable,feces metagenome,oro160679,USA: Maple Hill Hollis NH
oro160680,sample,2016-07-09,libB,PRJNA518082,not collected,not collected,not applicable,not applicable,not collected,not applicable,feces metagenome,oro160680,USA: Maple Hill Hollis NH
oro160681,sample,2016-07-09,libB,PRJNA518082,not collected,not collected,not applicable,not applicable,not collected,not applicable,feces metagenome,oro160681,USA: Maple Hill Hollis NH
oro160684,sample,2016-05-24,libC,PRJNA518082,not collected,not collected,not applicable,not applicable,not collected,not applicable,feces metagenome,oro160684,USA: Rollinsford NH
oro160692,sample,2016-05-24,libC,PRJNA518082,not collected,not collected,not applicable,not applicable,not collected,not applicable,feces metagenome,oro160692,USA: Rollinsford NH
bri160692,sample,2016-07-26,libC,PRJNA518082,not collected,not collected,not applicable,not applicable,not collected,not applicable,feces metagenome,bri160692,USA: Ely Mine VT
oro160693,sample,2016-05-24,libC,PRJNA518082,not collected,not collected,not applicable,not applicable,not collected,not applicable,feces metagenome,oro160693,USA: Rollinsford NH
oro160694,sample,2016-05-24,libC,PRJNA518082,not collected,not collected,not applicable,not applicable,not collected,not applicable,feces metagenome,oro160694,USA: Rollinsford NH
oro160695,sample,2016-05-24,libC,PRJNA518082,not collected,not collected,not applicable,not applicable,not collected,not applicable,feces metagenome,oro160695,USA: Rollinsford NH
oro160696,sample,2016-07-01,libC,PRJNA518082,not collected,not collected,not applicable,not applicable,not collected,not applicable,feces metagenome,oro160696,USA: Rollinsford NH
oro160697,sample,2016-07-01,libC,PRJNA518082,not collected,not collected,not applicable,not applicable,not collected,not applicable,feces metagenome,oro160697,USA: Rollinsford NH
oro160698,sample,2016-07-01,libC,PRJNA518082,not collected,not collected,not applicable,not applicable,not collected,not applicable,feces metagenome,oro160698,USA: Rollinsford NH
negoro06B02,ncontrol,not applicable,libA,PRJNA518082,not collected,not collected,not applicable,not applicable,not collected,not applicable,feces metagenome,negoro06B02,not applicable
negoro06C03,ncontrol,not applicable,libA,PRJNA518082,not collected,not collected,not applicable,not applicable,not collected,not applicable,feces metagenome,negoro06C03,not applicable
negoro06D04,ncontrol,not applicable,libA,PRJNA518082,not collected,not collected,not applicable,not applicable,not collected,not applicable,feces metagenome,negoro06D04,not applicable
negoro06E05,ncontrol,not applicable,libA,PRJNA518082,not collected,not collected,not applicable,not applicable,not collected,not applicable,feces metagenome,negoro06E05,not applicable
negoro06F06,ncontrol,not applicable,libA,PRJNA518082,not collected,not collected,not applicable,not applicable,not collected,not applicable,feces metagenome,negoro06F06,not applicable
negoro06G07,ncontrol,not applicable,libA,PRJNA518082,not collected,not collected,not applicable,not applicable,not collected,not applicable,feces metagenome,negoro06G07,not applicable
negoro06H07,ncontrol,not applicable,libA,PRJNA518082,not collected,not collected,not applicable,not applicable,not collected,not applicable,feces metagenome,negoro06H07,not applicable
oro160700,sample,2016-07-01,libC,PRJNA518082,not collected,not collected,not applicable,not applicable,not collected,not applicable,feces metagenome,oro160700,USA: Rollinsford NH
oro160701,sample,2016-07-01,libC,PRJNA518082,not collected,not collected,not applicable,not applicable,not collected,not applicable,feces metagenome,oro160701,USA: Rollinsford NH
oro160703,sample,2016-07-01,libC,PRJNA518082,not collected,not collected,not applicable,not applicable,not collected,not applicable,feces metagenome,oro160703,USA: Rollinsford NH
oro160704,sample,2016-07-01,libC,PRJNA518082,not collected,not collected,not applicable,not applicable,not collected,not applicable,feces metagenome,oro160704,USA: Rollinsford NH
oro160706,sample,2016-07-01,libC,PRJNA518082,not collected,not collected,not applicable,not applicable,not collected,not applicable,feces metagenome,oro160706,USA: Rollinsford NH
bri160751,sample,2016-09-27,libD,PRJNA518082,not collected,not collected,not applicable,not applicable,not collected,not applicable,feces metagenome,bri160751,USA: Ely Mine VT
negoro07A01,ncontrol,not applicable,libA,PRJNA518082,not collected,not collected,not applicable,not applicable,not collected,not applicable,feces metagenome,negoro07A01,not applicable
negoro07C03,ncontrol,not applicable,libA,PRJNA518082,not collected,not collected,not applicable,not applicable,not collected,not applicable,feces metagenome,negoro07C03,not applicable
negoro07D04,ncontrol,not applicable,libA,PRJNA518082,not collected,not collected,not applicable,not applicable,not collected,not applicable,feces metagenome,negoro07D04,not applicable
negoro07E05,ncontrol,not applicable,libA,PRJNA518082,not collected,not collected,not applicable,not applicable,not collected,not applicable,feces metagenome,negoro07E05,not applicable
negoro07F06,ncontrol,not applicable,libA,PRJNA518082,not collected,not collected,not applicable,not applicable,not collected,not applicable,feces metagenome,negoro07F06,not applicable
negoro07G07,ncontrol,not applicable,libA,PRJNA518082,not collected,not collected,not applicable,not applicable,not collected,not applicable,feces metagenome,negoro07G07,not applicable
negoro07H08,ncontrol,not applicable,libA,PRJNA518082,not collected,not collected,not applicable,not applicable,not collected,not applicable,feces metagenome,negoro07H08,not applicable
negoro08B02,ncontrol,not applicable,libA,PRJNA518082,not collected,not collected,not applicable,not applicable,not collected,not applicable,feces metagenome,negoro08B02,not applicable
negoro08D04,ncontrol,not applicable,libA,PRJNA518082,not collected,not collected,not applicable,not applicable,not collected,not applicable,feces metagenome,negoro08D04,not applicable
negoro08F06,ncontrol,not applicable,libA,PRJNA518082,not collected,not collected,not applicable,not applicable,not collected,not applicable,feces metagenome,negoro08F06,not applicable
negoro08G07,ncontrol,not applicable,libA,PRJNA518082,not collected,not collected,not applicable,not applicable,not collected,not applicable,feces metagenome,negoro08G07,not applicable
negoro08H08,ncontrol,not applicable,libA,PRJNA518082,not collected,not collected,not applicable,not applicable,not collected,not applicable,feces metagenome,negoro08H08,not applicable
negoro08H11,ncontrol,not applicable,libA,PRJNA518082,not collected,not collected,not applicable,not applicable,not collected,not applicable,feces metagenome,negoro08H11,not applicable
negoro09A01,ncontrol,not applicable,libA,PRJNA518082,not collected,not collected,not applicable,not applicable,not collected,not applicable,feces metagenome,negoro09A01,not applicable
negoro09C03,ncontrol,not applicable,libA,PRJNA518082,not collected,not collected,not applicable,not applicable,not collected,not applicable,feces metagenome,negoro09C03,not applicable
negoro09D04,ncontrol,not applicable,libA,PRJNA518082,not collected,not collected,not applicable,not applicable,not collected,not applicable,feces metagenome,negoro09D04,not applicable
negoro09E05,ncontrol,not applicable,libA,PRJNA518082,not collected,not collected,not applicable,not applicable,not collected,not applicable,feces metagenome,negoro09E05,not applicable
negoro09F06,ncontrol,not applicable,libA,PRJNA518082,not collected,not collected,not applicable,not applicable,not collected,not applicable,feces metagenome,negoro09F06,not applicable
negoro09G07,ncontrol,not applicable,libA,PRJNA518082,not collected,not collected,not applicable,not applicable,not collected,not applicable,feces metagenome,negoro09G07,not applicable
negoro09H08,ncontrol,not applicable,libA,PRJNA518082,not collected,not collected,not applicable,not applicable,not collected,not applicable,feces metagenome,negoro09H08,not applicable
negoro10B02,ncontrol,not applicable,libA,PRJNA518082,not collected,not collected,not applicable,not applicable,not collected,not applicable,feces metagenome,negoro10B02,not applicable
negoro10D04,ncontrol,not applicable,libA,PRJNA518082,not collected,not collected,not applicable,not applicable,not collected,not applicable,feces metagenome,negoro10D04,not applicable
negoro10E05,ncontrol,not applicable,libA,PRJNA518082,not collected,not collected,not applicable,not applicable,not collected,not applicable,feces metagenome,negoro10E05,not applicable
negoro10F06,ncontrol,not applicable,libA,PRJNA518082,not collected,not collected,not applicable,not applicable,not collected,not applicable,feces metagenome,negoro10F06,not applicable
negoro10G07,ncontrol,not applicable,libA,PRJNA518082,not collected,not collected,not applicable,not applicable,not collected,not applicable,feces metagenome,negoro10G07,not applicable
negoro10H08,ncontrol,not applicable,libA,PRJNA518082,not collected,not collected,not applicable,not applicable,not collected,not applicable,feces metagenome,negoro10H08,not applicable
oro161134,sample,2016-05-26,libA,PRJNA518082,not collected,not collected,not applicable,not applicable,not collected,not applicable,feces metagenome,oro161134,USA: Penacook NH
oro161135,sample,2016-05-26,libA,PRJNA518082,not collected,not collected,not applicable,not applicable,not collected,not applicable,feces metagenome,oro161135,USA: Penacook NH
oro161136,sample,2016-05-26,libA,PRJNA518082,not collected,not collected,not applicable,not applicable,not collected,not applicable,feces metagenome,oro161136,USA: Penacook NH
oro161137,sample,2016-05-26,libA,PRJNA518082,not collected,not collected,not applicable,not applicable,not collected,not applicable,feces metagenome,oro161137,USA: Penacook NH
oro161138,sample,2016-05-26,libA,PRJNA518082,not collected,not collected,not applicable,not applicable,not collected,not applicable,feces metagenome,oro161138,USA: Penacook NH
oro161139,sample,2016-05-26,libA,PRJNA518082,not collected,not collected,not applicable,not applicable,not collected,not applicable,feces metagenome,oro161139,USA: Penacook NH
oro161140,sample,2016-05-26,libA,PRJNA518082,not collected,not collected,not applicable,not applicable,not collected,not applicable,feces metagenome,oro161140,USA: Penacook NH
oro161141,sample,2016-05-26,libA,PRJNA518082,not collected,not collected,not applicable,not applicable,not collected,not applicable,feces metagenome,oro161141,USA: Penacook NH
oro161142,sample,2016-05-26,libA,PRJNA518082,not collected,not collected,not applicable,not applicable,not collected,not applicable,feces metagenome,oro161142,USA: Penacook NH
oro161143,sample,2016-05-26,libA,PRJNA518082,not collected,not collected,not applicable,not applicable,not collected,not applicable,feces metagenome,oro161143,USA: Penacook NH
oro161144,sample,2016-05-26,libA,PRJNA518082,not collected,not collected,not applicable,not applicable,not collected,not applicable,feces metagenome,oro161144,USA: Penacook NH
oro161146,sample,2016-06-03,libA,PRJNA518082,not collected,not collected,not applicable,not applicable,not collected,not applicable,feces metagenome,oro161146,USA: Penacook NH
oro161147,sample,2016-06-03,libA,PRJNA518082,not collected,not collected,not applicable,not applicable,not collected,not applicable,feces metagenome,oro161147,USA: Penacook NH
oro161148,sample,2016-06-03,libA,PRJNA518082,not collected,not collected,not applicable,not applicable,not collected,not applicable,feces metagenome,oro161148,USA: Penacook NH
oro161149,sample,2016-06-03,libA,PRJNA518082,not collected,not collected,not applicable,not applicable,not collected,not applicable,feces metagenome,oro161149,USA: Penacook NH
oro161150,sample,2016-06-03,libA,PRJNA518082,not collected,not collected,not applicable,not applicable,not collected,not applicable,feces metagenome,oro161150,USA: Penacook NH
oro161151,sample,2016-06-03,libA,PRJNA518082,not collected,not collected,not applicable,not applicable,not collected,not applicable,feces metagenome,oro161151,USA: Penacook NH
oro161152,sample,2016-06-03,libA,PRJNA518082,not collected,not collected,not applicable,not applicable,not collected,not applicable,feces metagenome,oro161152,USA: Penacook NH
oro161153,sample,2016-06-03,libA,PRJNA518082,not collected,not collected,not applicable,not applicable,not collected,not applicable,feces metagenome,oro161153,USA: Penacook NH
oro161154,sample,2016-06-03,libA,PRJNA518082,not collected,not collected,not applicable,not applicable,not collected,not applicable,feces metagenome,oro161154,USA: Penacook NH
oro161155,sample,2016-06-03,libA,PRJNA518082,not collected,not collected,not applicable,not applicable,not collected,not applicable,feces metagenome,oro161155,USA: Penacook NH
oro161156,sample,2016-06-03,libA,PRJNA518082,not collected,not collected,not applicable,not applicable,not collected,not applicable,feces metagenome,oro161156,USA: Penacook NH
oro161157,sample,2016-06-03,libA,PRJNA518082,not collected,not collected,not applicable,not applicable,not collected,not applicable,feces metagenome,oro161157,USA: Penacook NH
oro161158,sample,2016-06-09,libA,PRJNA518082,not collected,not collected,not applicable,not applicable,not collected,not applicable,feces metagenome,oro161158,USA: Penacook NH
oro161159,sample,2016-06-09,libA,PRJNA518082,not collected,not collected,not applicable,not applicable,not collected,not applicable,feces metagenome,oro161159,USA: Penacook NH
oro161160,sample,2016-06-09,libA,PRJNA518082,not collected,not collected,not applicable,not applicable,not collected,not applicable,feces metagenome,oro161160,USA: Penacook NH
oro161161,sample,2016-06-09,libA,PRJNA518082,not collected,not collected,not applicable,not applicable,not collected,not applicable,feces metagenome,oro161161,USA: Penacook NH
oro161162,sample,2016-06-09,libA,PRJNA518082,not collected,not collected,not applicable,not applicable,not collected,not applicable,feces metagenome,oro161162,USA: Penacook NH
oro161164,sample,2016-06-09,libA,PRJNA518082,not collected,not collected,not applicable,not applicable,not collected,not applicable,feces metagenome,oro161164,USA: Penacook NH
oro161165,sample,2016-06-09,libA,PRJNA518082,not collected,not collected,not applicable,not applicable,not collected,not applicable,feces metagenome,oro161165,USA: Penacook NH
oro161166,sample,2016-06-09,libA,PRJNA518082,not collected,not collected,not applicable,not applicable,not collected,not applicable,feces metagenome,oro161166,USA: Penacook NH
oro161167,sample,2016-06-09,libA,PRJNA518082,not collected,not collected,not applicable,not applicable,not collected,not applicable,feces metagenome,oro161167,USA: Penacook NH
oro161168,sample,2016-06-09,libA,PRJNA518082,not collected,not collected,not applicable,not applicable,not collected,not applicable,feces metagenome,oro161168,USA: Penacook NH
oro161169,sample,2016-06-09,libA,PRJNA518082,not collected,not collected,not applicable,not applicable,not collected,not applicable,feces metagenome,oro161169,USA: Penacook NH
oro161170,sample,2016-06-17,libA,PRJNA518082,not collected,not collected,not applicable,not applicable,not collected,not applicable,feces metagenome,oro161170,USA: Penacook NH
oro161171,sample,2016-06-17,libA,PRJNA518082,not collected,not collected,not applicable,not applicable,not collected,not applicable,feces metagenome,oro161171,USA: Penacook NH
oro161171a,sample,2016-06-17,libA,PRJNA518082,not collected,not collected,not applicable,not applicable,not collected,not applicable,feces metagenome,oro161171a,USA: Penacook NH
oro161171b,sample,2016-06-17,libA,PRJNA518082,not collected,not collected,not applicable,not applicable,not collected,not applicable,feces metagenome,oro161171b,USA: Penacook NH
oro161172,sample,2016-06-17,libA,PRJNA518082,not collected,not collected,not applicable,not applicable,not collected,not applicable,feces metagenome,oro161172,USA: Penacook NH
oro161173,sample,2016-06-17,libA,PRJNA518082,not collected,not collected,not applicable,not applicable,not collected,not applicable,feces metagenome,oro161173,USA: Penacook NH
oro161174,sample,2016-06-17,libA,PRJNA518082,not collected,not collected,not applicable,not applicable,not collected,not applicable,feces metagenome,oro161174,USA: Penacook NH
oro161175,sample,2016-06-17,libA,PRJNA518082,not collected,not collected,not applicable,not applicable,not collected,not applicable,feces metagenome,oro161175,USA: Penacook NH
oro161176,sample,2016-06-17,libA,PRJNA518082,not collected,not collected,not applicable,not applicable,not collected,not applicable,feces metagenome,oro161176,USA: Penacook NH
oro161178,sample,2016-06-17,libA,PRJNA518082,not collected,not collected,not applicable,not applicable,not collected,not applicable,feces metagenome,oro161178,USA: Penacook NH
oro161179,sample,2016-06-17,libA,PRJNA518082,not collected,not collected,not applicable,not applicable,not collected,not applicable,feces metagenome,oro161179,USA: Penacook NH
oro161180,sample,2016-06-17,libA,PRJNA518082,not collected,not collected,not applicable,not applicable,not collected,not applicable,feces metagenome,oro161180,USA: Penacook NH
oro161181,sample,2016-06-17,libA,PRJNA518082,not collected,not collected,not applicable,not applicable,not collected,not applicable,feces metagenome,oro161181,USA: Penacook NH
negoro12B02,ncontrol,not applicable,libB,PRJNA518082,not collected,not collected,not applicable,not applicable,not collected,not applicable,feces metagenome,negoro12B02,not applicable
negoro12C03,ncontrol,not applicable,libB,PRJNA518082,not collected,not collected,not applicable,not applicable,not collected,not applicable,feces metagenome,negoro12C03,not applicable
negoro12D04,ncontrol,not applicable,libB,PRJNA518082,not collected,not collected,not applicable,not applicable,not collected,not applicable,feces metagenome,negoro12D04,not applicable
negoro12E05,ncontrol,not applicable,libB,PRJNA518082,not collected,not collected,not applicable,not applicable,not collected,not applicable,feces metagenome,negoro12E05,not applicable
negoro12F06,ncontrol,not applicable,libB,PRJNA518082,not collected,not collected,not applicable,not applicable,not collected,not applicable,feces metagenome,negoro12F06,not applicable
negoro12G07,ncontrol,not applicable,libB,PRJNA518082,not collected,not collected,not applicable,not applicable,not collected,not applicable,feces metagenome,negoro12G07,not applicable
negoro12H08,ncontrol,not applicable,libB,PRJNA518082,not collected,not collected,not applicable,not applicable,not collected,not applicable,feces metagenome,negoro12H08,not applicable
oro161324,sample,2016-05-21,libA,PRJNA518082,not collected,not collected,not applicable,not applicable,not collected,not applicable,feces metagenome,oro161324,USA: Epsom NH
oro161325,sample,2016-05-21,libA,PRJNA518082,not collected,not collected,not applicable,not applicable,not collected,not applicable,feces metagenome,oro161325,USA: Epsom NH
oro161327,sample,2016-05-21,libA,PRJNA518082,not collected,not collected,not applicable,not applicable,not collected,not applicable,feces metagenome,oro161327,USA: Epsom NH
oro161328,sample,2016-05-21,libA,PRJNA518082,not collected,not collected,not applicable,not applicable,not collected,not applicable,feces metagenome,oro161328,USA: Epsom NH
oro161329,sample,2016-05-21,libA,PRJNA518082,not collected,not collected,not applicable,not applicable,not collected,not applicable,feces metagenome,oro161329,USA: Epsom NH
oro161330,sample,2016-05-21,libA,PRJNA518082,not collected,not collected,not applicable,not applicable,not collected,not applicable,feces metagenome,oro161330,USA: Epsom NH
oro161331,sample,2016-05-21,libA,PRJNA518082,not collected,not collected,not applicable,not applicable,not collected,not applicable,feces metagenome,oro161331,USA: Epsom NH
oro161334,sample,2016-05-24,libA,PRJNA518082,not collected,not collected,not applicable,not applicable,not collected,not applicable,feces metagenome,oro161334,USA: Epsom NH
oro161335,sample,2016-05-24,libA,PRJNA518082,not collected,not collected,not applicable,not applicable,not collected,not applicable,feces metagenome,oro161335,USA: Epsom NH
oro161336,sample,2016-05-24,libA,PRJNA518082,not collected,not collected,not applicable,not applicable,not collected,not applicable,feces metagenome,oro161336,USA: Epsom NH
oro161337,sample,2016-05-24,libA,PRJNA518082,not collected,not collected,not applicable,not applicable,not collected,not applicable,feces metagenome,oro161337,USA: Epsom NH
oro161338,sample,2016-05-24,libA,PRJNA518082,not collected,not collected,not applicable,not applicable,not collected,not applicable,feces metagenome,oro161338,USA: Epsom NH
oro161339,sample,2016-05-24,libA,PRJNA518082,not collected,not collected,not applicable,not applicable,not collected,not applicable,feces metagenome,oro161339,USA: Epsom NH
oro161340,sample,2016-05-24,libA,PRJNA518082,not collected,not collected,not applicable,not applicable,not collected,not applicable,feces metagenome,oro161340,USA: Epsom NH
oro161341,sample,2016-05-24,libA,PRJNA518082,not collected,not collected,not applicable,not applicable,not collected,not applicable,feces metagenome,oro161341,USA: Epsom NH
oro161342,sample,2016-05-24,libA,PRJNA518082,not collected,not collected,not applicable,not applicable,not collected,not applicable,feces metagenome,oro161342,USA: Epsom NH
oro161343,sample,2016-05-24,libA,PRJNA518082,not collected,not collected,not applicable,not applicable,not collected,not applicable,feces metagenome,oro161343,USA: Epsom NH
oro161344,sample,2016-05-24,libA,PRJNA518082,not collected,not collected,not applicable,not applicable,not collected,not applicable,feces metagenome,oro161344,USA: Epsom NH
oro161345,sample,2016-05-24,libA,PRJNA518082,not collected,not collected,not applicable,not applicable,not collected,not applicable,feces metagenome,oro161345,USA: Epsom NH
oro161346,sample,2016-06-04,libA,PRJNA518082,not collected,not collected,not applicable,not applicable,not collected,not applicable,feces metagenome,oro161346,USA: Epsom NH
oro161347,sample,2016-06-04,libA,PRJNA518082,not collected,not collected,not applicable,not applicable,not collected,not applicable,feces metagenome,oro161347,USA: Epsom NH
oro161348,sample,2016-06-04,libA,PRJNA518082,not collected,not collected,not applicable,not applicable,not collected,not applicable,feces metagenome,oro161348,USA: Epsom NH
oro161349,sample,2016-06-04,libA,PRJNA518082,not collected,not collected,not applicable,not applicable,not collected,not applicable,feces metagenome,oro161349,USA: Epsom NH
oro161350,sample,2016-06-04,libA,PRJNA518082,not collected,not collected,not applicable,not applicable,not collected,not applicable,feces metagenome,oro161350,USA: Epsom NH
oro161351,sample,2016-06-04,libA,PRJNA518082,not collected,not collected,not applicable,not applicable,not collected,not applicable,feces metagenome,oro161351,USA: Epsom NH
oro161352,sample,2016-06-04,libA,PRJNA518082,not collected,not collected,not applicable,not applicable,not collected,not applicable,feces metagenome,oro161352,USA: Epsom NH
oro161353,sample,2016-06-04,libA,PRJNA518082,not collected,not collected,not applicable,not applicable,not collected,not applicable,feces metagenome,oro161353,USA: Epsom NH
oro161354,sample,2016-06-04,libA,PRJNA518082,not collected,not collected,not applicable,not applicable,not collected,not applicable,feces metagenome,oro161354,USA: Epsom NH
oro161355,sample,2016-06-04,libA,PRJNA518082,not collected,not collected,not applicable,not applicable,not collected,not applicable,feces metagenome,oro161355,USA: Epsom NH
oro161356,sample,2016-06-04,libA,PRJNA518082,not collected,not collected,not applicable,not applicable,not collected,not applicable,feces metagenome,oro161356,USA: Epsom NH
oro161357,sample,2016-06-04,libA,PRJNA518082,not collected,not collected,not applicable,not applicable,not collected,not applicable,feces metagenome,oro161357,USA: Epsom NH
oro161358,sample,2016-06-10,libA,PRJNA518082,not collected,not collected,not applicable,not applicable,not collected,not applicable,feces metagenome,oro161358,USA: Epsom NH
oro161360,sample,2016-06-10,libA,PRJNA518082,not collected,not collected,not applicable,not applicable,not collected,not applicable,feces metagenome,oro161360,USA: Epsom NH
oro161361,sample,2016-06-10,libA,PRJNA518082,not collected,not collected,not applicable,not applicable,not collected,not applicable,feces metagenome,oro161361,USA: Epsom NH
oro161362,sample,2016-06-10,libA,PRJNA518082,not collected,not collected,not applicable,not applicable,not collected,not applicable,feces metagenome,oro161362,USA: Epsom NH
oro161363,sample,2016-06-10,libA,PRJNA518082,not collected,not collected,not applicable,not applicable,not collected,not applicable,feces metagenome,oro161363,USA: Epsom NH
oro161364,sample,2016-06-10,libA,PRJNA518082,not collected,not collected,not applicable,not applicable,not collected,not applicable,feces metagenome,oro161364,USA: Epsom NH
oro161365,sample,2016-06-10,libA,PRJNA518082,not collected,not collected,not applicable,not applicable,not collected,not applicable,feces metagenome,oro161365,USA: Epsom NH
oro161366,sample,2016-06-10,libA,PRJNA518082,not collected,not collected,not applicable,not applicable,not collected,not applicable,feces metagenome,oro161366,USA: Epsom NH
oro161367,sample,2016-06-10,libA,PRJNA518082,not collected,not collected,not applicable,not applicable,not collected,not applicable,feces metagenome,oro161367,USA: Epsom NH
oro161368,sample,2016-06-10,libA,PRJNA518082,not collected,not collected,not applicable,not applicable,not collected,not applicable,feces metagenome,oro161368,USA: Epsom NH
oro161369,sample,2016-06-10,libA,PRJNA518082,not collected,not collected,not applicable,not applicable,not collected,not applicable,feces metagenome,oro161369,USA: Epsom NH
negoro13A01,ncontrol,not applicable,libB,PRJNA518082,not collected,not collected,not applicable,not applicable,not collected,not applicable,feces metagenome,negoro13A01,not applicable
negoro13B02,ncontrol,not applicable,libB,PRJNA518082,not collected,not collected,not applicable,not applicable,not collected,not applicable,feces metagenome,negoro13B02,not applicable
negoro13C03,ncontrol,not applicable,libB,PRJNA518082,not collected,not collected,not applicable,not applicable,not collected,not applicable,feces metagenome,negoro13C03,not applicable
negoro13D04,ncontrol,not applicable,libB,PRJNA518082,not collected,not collected,not applicable,not applicable,not collected,not applicable,feces metagenome,negoro13D04,not applicable
negoro13E05,ncontrol,not applicable,libB,PRJNA518082,not collected,not collected,not applicable,not applicable,not collected,not applicable,feces metagenome,negoro13E05,not applicable
negoro13F06,ncontrol,not applicable,libB,PRJNA518082,not collected,not collected,not applicable,not applicable,not collected,not applicable,feces metagenome,negoro13F06,not applicable
negoro13G07,ncontrol,not applicable,libB,PRJNA518082,not collected,not collected,not applicable,not applicable,not collected,not applicable,feces metagenome,negoro13G07,not applicable
oro161435,sample,2016-05-19,libA,PRJNA518082,not collected,not collected,not applicable,not applicable,not collected,not applicable,feces metagenome,oro161435,USA: Canterbury NH
