Accession	Sample Name	SPUID	Organism	Tax ID	Isolate	BioProject
SAMN10877145	oro163581	oro163581	feces metagenome	1861841	oro163581	PRJNA518082
SAMN10877146	oro163582	oro163582	feces metagenome	1861841	oro163582	PRJNA518082
SAMN10877147	oro163583	oro163583	feces metagenome	1861841	oro163583	PRJNA518082
SAMN10877148	negoro35A01	negoro35A01	feces metagenome	1861841	negoro35A01	PRJNA518082
SAMN10877149	negoro35D03	negoro35D03	feces metagenome	1861841	negoro35D03	PRJNA518082
SAMN10877150	negoro35D04	negoro35D04	feces metagenome	1861841	negoro35D04	PRJNA518082
SAMN10877151	negoro35F06	negoro35F06	feces metagenome	1861841	negoro35F06	PRJNA518082
SAMN10877152	oro164022	oro164022	feces metagenome	1861841	oro164022	PRJNA518082
SAMN10877153	oro164023	oro164023	feces metagenome	1861841	oro164023	PRJNA518082
SAMN10877154	oro164024	oro164024	feces metagenome	1861841	oro164024	PRJNA518082
SAMN10877155	oro164025	oro164025	feces metagenome	1861841	oro164025	PRJNA518082
SAMN10877156	oro164026	oro164026	feces metagenome	1861841	oro164026	PRJNA518082
SAMN10877157	oro164027	oro164027	feces metagenome	1861841	oro164027	PRJNA518082
SAMN10877158	oro164029	oro164029	feces metagenome	1861841	oro164029	PRJNA518082
SAMN10877159	oro164030	oro164030	feces metagenome	1861841	oro164030	PRJNA518082
SAMN10877160	oro164031	oro164031	feces metagenome	1861841	oro164031	PRJNA518082
SAMN10877161	oro164034	oro164034	feces metagenome	1861841	oro164034	PRJNA518082
SAMN10877162	oro164035	oro164035	feces metagenome	1861841	oro164035	PRJNA518082
SAMN10877163	oro164036	oro164036	feces metagenome	1861841	oro164036	PRJNA518082
SAMN10877164	oro164037	oro164037	feces metagenome	1861841	oro164037	PRJNA518082
SAMN10877165	oro164038	oro164038	feces metagenome	1861841	oro164038	PRJNA518082
SAMN10877166	oro164039	oro164039	feces metagenome	1861841	oro164039	PRJNA518082
SAMN10877167	oro164040	oro164040	feces metagenome	1861841	oro164040	PRJNA518082
SAMN10877168	oro164041	oro164041	feces metagenome	1861841	oro164041	PRJNA518082
SAMN10877169	oro164042	oro164042	feces metagenome	1861841	oro164042	PRJNA518082
SAMN10877170	oro164045	oro164045	feces metagenome	1861841	oro164045	PRJNA518082
SAMN10877171	oro164046	oro164046	feces metagenome	1861841	oro164046	PRJNA518082
SAMN10877172	oro164047	oro164047	feces metagenome	1861841	oro164047	PRJNA518082
SAMN10877173	oro164049	oro164049	feces metagenome	1861841	oro164049	PRJNA518082
SAMN10877174	oro164050	oro164050	feces metagenome	1861841	oro164050	PRJNA518082
SAMN10877175	oro164053	oro164053	feces metagenome	1861841	oro164053	PRJNA518082
SAMN10877176	oro164055	oro164055	feces metagenome	1861841	oro164055	PRJNA518082
SAMN10877177	oro164056	oro164056	feces metagenome	1861841	oro164056	PRJNA518082
SAMN10877178	oro164057	oro164057	feces metagenome	1861841	oro164057	PRJNA518082
SAMN10877179	oro164058	oro164058	feces metagenome	1861841	oro164058	PRJNA518082
SAMN10877180	oro164059	oro164059	feces metagenome	1861841	oro164059	PRJNA518082
SAMN10877181	oro164060	oro164060	feces metagenome	1861841	oro164060	PRJNA518082
SAMN10877182	oro164061	oro164061	feces metagenome	1861841	oro164061	PRJNA518082
SAMN10877183	oro164062	oro164062	feces metagenome	1861841	oro164062	PRJNA518082
SAMN10877184	oro164063	oro164063	feces metagenome	1861841	oro164063	PRJNA518082
SAMN10877185	oro164064	oro164064	feces metagenome	1861841	oro164064	PRJNA518082
SAMN10877186	oro164065	oro164065	feces metagenome	1861841	oro164065	PRJNA518082
SAMN10877187	oro164066	oro164066	feces metagenome	1861841	oro164066	PRJNA518082
SAMN10877188	oro164068	oro164068	feces metagenome	1861841	oro164068	PRJNA518082
SAMN10877189	oro164070	oro164070	feces metagenome	1861841	oro164070	PRJNA518082
SAMN10877190	oro164071	oro164071	feces metagenome	1861841	oro164071	PRJNA518082
SAMN10877191	oro164072	oro164072	feces metagenome	1861841	oro164072	PRJNA518082
SAMN10877192	oro164073	oro164073	feces metagenome	1861841	oro164073	PRJNA518082
SAMN10877193	oro164075	oro164075	feces metagenome	1861841	oro164075	PRJNA518082
SAMN10877194	oro164076	oro164076	feces metagenome	1861841	oro164076	PRJNA518082
SAMN10877195	oro164077	oro164077	feces metagenome	1861841	oro164077	PRJNA518082
SAMN10877196	oro164078	oro164078	feces metagenome	1861841	oro164078	PRJNA518082
SAMN10877197	oro164079	oro164079	feces metagenome	1861841	oro164079	PRJNA518082
SAMN10877198	oro164082	oro164082	feces metagenome	1861841	oro164082	PRJNA518082
SAMN10877199	oro164083	oro164083	feces metagenome	1861841	oro164083	PRJNA518082
SAMN10877200	oro164284	oro164284	feces metagenome	1861841	oro164284	PRJNA518082
SAMN10877201	oro164285	oro164285	feces metagenome	1861841	oro164285	PRJNA518082
SAMN10877202	oro164286	oro164286	feces metagenome	1861841	oro164286	PRJNA518082
SAMN10877203	oro164287	oro164287	feces metagenome	1861841	oro164287	PRJNA518082
SAMN10877204	oro164288	oro164288	feces metagenome	1861841	oro164288	PRJNA518082
SAMN10877205	oro164289	oro164289	feces metagenome	1861841	oro164289	PRJNA518082
SAMN10877206	oro164291	oro164291	feces metagenome	1861841	oro164291	PRJNA518082
SAMN10877207	oro164294	oro164294	feces metagenome	1861841	oro164294	PRJNA518082
SAMN10877208	oro164295	oro164295	feces metagenome	1861841	oro164295	PRJNA518082
SAMN10877209	oro164296	oro164296	feces metagenome	1861841	oro164296	PRJNA518082
SAMN10877210	oro164297	oro164297	feces metagenome	1861841	oro164297	PRJNA518082
SAMN10877211	oro164299	oro164299	feces metagenome	1861841	oro164299	PRJNA518082
SAMN10877212	oro164302	oro164302	feces metagenome	1861841	oro164302	PRJNA518082
SAMN10877213	oro164303	oro164303	feces metagenome	1861841	oro164303	PRJNA518082
SAMN10877214	oro164304	oro164304	feces metagenome	1861841	oro164304	PRJNA518082
SAMN10877215	oro164305	oro164305	feces metagenome	1861841	oro164305	PRJNA518082
SAMN10877216	oro164306	oro164306	feces metagenome	1861841	oro164306	PRJNA518082
SAMN10877217	oro164307	oro164307	feces metagenome	1861841	oro164307	PRJNA518082
SAMN10877218	oro164308	oro164308	feces metagenome	1861841	oro164308	PRJNA518082
SAMN10877219	oro164310	oro164310	feces metagenome	1861841	oro164310	PRJNA518082
SAMN10877220	oro164486	oro164486	feces metagenome	1861841	oro164486	PRJNA518082
SAMN10877221	oro164488	oro164488	feces metagenome	1861841	oro164488	PRJNA518082
SAMN10877222	oro164489	oro164489	feces metagenome	1861841	oro164489	PRJNA518082
SAMN10877223	oro164490	oro164490	feces metagenome	1861841	oro164490	PRJNA518082
SAMN10877224	oro164491	oro164491	feces metagenome	1861841	oro164491	PRJNA518082
SAMN10877225	oro164492	oro164492	feces metagenome	1861841	oro164492	PRJNA518082
SAMN10877226	oro164494	oro164494	feces metagenome	1861841	oro164494	PRJNA518082
SAMN10877227	oro164495	oro164495	feces metagenome	1861841	oro164495	PRJNA518082
SAMN10877228	oro164496	oro164496	feces metagenome	1861841	oro164496	PRJNA518082
SAMN10877229	oro164497	oro164497	feces metagenome	1861841	oro164497	PRJNA518082
SAMN10877230	oro164498	oro164498	feces metagenome	1861841	oro164498	PRJNA518082
SAMN10877231	oro164499	oro164499	feces metagenome	1861841	oro164499	PRJNA518082
SAMN10877232	oro164500	oro164500	feces metagenome	1861841	oro164500	PRJNA518082
SAMN10877233	oro164501	oro164501	feces metagenome	1861841	oro164501	PRJNA518082
SAMN10877234	oro164502	oro164502	feces metagenome	1861841	oro164502	PRJNA518082
SAMN10877235	oro164503	oro164503	feces metagenome	1861841	oro164503	PRJNA518082
SAMN10877236	oro164504	oro164504	feces metagenome	1861841	oro164504	PRJNA518082
SAMN10877237	oro164505	oro164505	feces metagenome	1861841	oro164505	PRJNA518082
SAMN10877238	oro164506	oro164506	feces metagenome	1861841	oro164506	PRJNA518082
SAMN10877239	oro164507	oro164507	feces metagenome	1861841	oro164507	PRJNA518082
SAMN10877240	oro164508	oro164508	feces metagenome	1861841	oro164508	PRJNA518082
SAMN10877241	oro164509	oro164509	feces metagenome	1861841	oro164509	PRJNA518082
SAMN10877242	oro164510	oro164510	feces metagenome	1861841	oro164510	PRJNA518082
SAMN10877243	oro164511	oro164511	feces metagenome	1861841	oro164511	PRJNA518082
SAMN10877244	oro164512	oro164512	feces metagenome	1861841	oro164512	PRJNA518082
SAMN10877245	oro164513	oro164513	feces metagenome	1861841	oro164513	PRJNA518082
SAMN10877246	oro164514	oro164514	feces metagenome	1861841	oro164514	PRJNA518082
SAMN10877247	oro164515	oro164515	feces metagenome	1861841	oro164515	PRJNA518082
SAMN10877248	oro164516	oro164516	feces metagenome	1861841	oro164516	PRJNA518082
SAMN10877249	oro164517	oro164517	feces metagenome	1861841	oro164517	PRJNA518082
SAMN10877250	oro164518	oro164518	feces metagenome	1861841	oro164518	PRJNA518082
SAMN10877251	oro164519	oro164519	feces metagenome	1861841	oro164519	PRJNA518082
SAMN10877252	oro164520	oro164520	feces metagenome	1861841	oro164520	PRJNA518082
SAMN10877253	oro164521	oro164521	feces metagenome	1861841	oro164521	PRJNA518082
SAMN10877254	oro164522	oro164522	feces metagenome	1861841	oro164522	PRJNA518082
SAMN10877255	oro164523	oro164523	feces metagenome	1861841	oro164523	PRJNA518082
SAMN10877256	oro164524	oro164524	feces metagenome	1861841	oro164524	PRJNA518082
SAMN10877257	oro164525	oro164525	feces metagenome	1861841	oro164525	PRJNA518082
SAMN10877258	oro164526	oro164526	feces metagenome	1861841	oro164526	PRJNA518082
SAMN10877259	oro164527	oro164527	feces metagenome	1861841	oro164527	PRJNA518082
SAMN10877260	oro164528	oro164528	feces metagenome	1861841	oro164528	PRJNA518082
SAMN10877261	oro164529	oro164529	feces metagenome	1861841	oro164529	PRJNA518082
SAMN10877262	oro164530	oro164530	feces metagenome	1861841	oro164530	PRJNA518082
SAMN10877263	oro164531	oro164531	feces metagenome	1861841	oro164531	PRJNA518082
SAMN10877264	oro16contaminated3564	oro16contaminated3564	feces metagenome	1861841	oro16contaminated3564	PRJNA518082
SAMN10877265	mockIM4p7L1	mockIM4p7L1	feces metagenome	1861841	mockIM4p7L1	PRJNA518082
