Accession	Sample Name	SPUID	Organism	Tax ID	Isolate	BioProject
SAMN10876139	oro161812	oro161812	feces metagenome	1861841	oro161812	PRJNA518082
SAMN10876140	oro161813	oro161813	feces metagenome	1861841	oro161813	PRJNA518082
SAMN10876141	oro161814	oro161814	feces metagenome	1861841	oro161814	PRJNA518082
SAMN10876142	oro161815	oro161815	feces metagenome	1861841	oro161815	PRJNA518082
SAMN10876143	oro161816	oro161816	feces metagenome	1861841	oro161816	PRJNA518082
SAMN10876144	oro161817	oro161817	feces metagenome	1861841	oro161817	PRJNA518082
SAMN10876145	oro161818	oro161818	feces metagenome	1861841	oro161818	PRJNA518082
SAMN10876146	oro161819	oro161819	feces metagenome	1861841	oro161819	PRJNA518082
SAMN10876147	oro161820	oro161820	feces metagenome	1861841	oro161820	PRJNA518082
SAMN10876148	oro161821	oro161821	feces metagenome	1861841	oro161821	PRJNA518082
SAMN10876149	oro161822	oro161822	feces metagenome	1861841	oro161822	PRJNA518082
SAMN10876150	oro161823	oro161823	feces metagenome	1861841	oro161823	PRJNA518082
SAMN10876151	oro161824	oro161824	feces metagenome	1861841	oro161824	PRJNA518082
SAMN10876152	oro161825	oro161825	feces metagenome	1861841	oro161825	PRJNA518082
SAMN10876153	oro161826	oro161826	feces metagenome	1861841	oro161826	PRJNA518082
SAMN10876154	oro161827	oro161827	feces metagenome	1861841	oro161827	PRJNA518082
SAMN10876155	oro161828	oro161828	feces metagenome	1861841	oro161828	PRJNA518082
SAMN10876156	oro161829	oro161829	feces metagenome	1861841	oro161829	PRJNA518082
SAMN10876157	oro161830	oro161830	feces metagenome	1861841	oro161830	PRJNA518082
SAMN10876158	oro161831	oro161831	feces metagenome	1861841	oro161831	PRJNA518082
SAMN10876159	oro161832	oro161832	feces metagenome	1861841	oro161832	PRJNA518082
SAMN10876160	oro161833	oro161833	feces metagenome	1861841	oro161833	PRJNA518082
SAMN10876161	oro161884	oro161884	feces metagenome	1861841	oro161884	PRJNA518082
SAMN10876162	oro161885	oro161885	feces metagenome	1861841	oro161885	PRJNA518082
SAMN10876163	oro161886	oro161886	feces metagenome	1861841	oro161886	PRJNA518082
SAMN10876164	oro161887	oro161887	feces metagenome	1861841	oro161887	PRJNA518082
SAMN10876165	oro161888	oro161888	feces metagenome	1861841	oro161888	PRJNA518082
SAMN10876166	oro161889	oro161889	feces metagenome	1861841	oro161889	PRJNA518082
SAMN10876167	oro161890	oro161890	feces metagenome	1861841	oro161890	PRJNA518082
SAMN10876168	oro161891	oro161891	feces metagenome	1861841	oro161891	PRJNA518082
SAMN10876169	oro161892	oro161892	feces metagenome	1861841	oro161892	PRJNA518082
SAMN10876170	oro161893	oro161893	feces metagenome	1861841	oro161893	PRJNA518082
SAMN10876171	oro161894	oro161894	feces metagenome	1861841	oro161894	PRJNA518082
SAMN10876172	oro161895	oro161895	feces metagenome	1861841	oro161895	PRJNA518082
SAMN10876173	oro161896	oro161896	feces metagenome	1861841	oro161896	PRJNA518082
SAMN10876174	oro161897	oro161897	feces metagenome	1861841	oro161897	PRJNA518082
SAMN10876175	oro161898	oro161898	feces metagenome	1861841	oro161898	PRJNA518082
SAMN10876176	oro161899	oro161899	feces metagenome	1861841	oro161899	PRJNA518082
SAMN10876177	oro161900	oro161900	feces metagenome	1861841	oro161900	PRJNA518082
SAMN10876178	oro161901	oro161901	feces metagenome	1861841	oro161901	PRJNA518082
SAMN10876179	oro161902	oro161902	feces metagenome	1861841	oro161902	PRJNA518082
SAMN10876180	oro161903	oro161903	feces metagenome	1861841	oro161903	PRJNA518082
SAMN10876181	oro161904	oro161904	feces metagenome	1861841	oro161904	PRJNA518082
SAMN10876182	oro161905	oro161905	feces metagenome	1861841	oro161905	PRJNA518082
SAMN10876183	oro161906	oro161906	feces metagenome	1861841	oro161906	PRJNA518082
SAMN10876184	oro161907	oro161907	feces metagenome	1861841	oro161907	PRJNA518082
SAMN10876185	oro161908	oro161908	feces metagenome	1861841	oro161908	PRJNA518082
SAMN10876186	oro161909	oro161909	feces metagenome	1861841	oro161909	PRJNA518082
SAMN10876187	oro161910	oro161910	feces metagenome	1861841	oro161910	PRJNA518082
SAMN10876188	oro161911	oro161911	feces metagenome	1861841	oro161911	PRJNA518082
SAMN10876189	oro161912	oro161912	feces metagenome	1861841	oro161912	PRJNA518082
SAMN10876190	oro161913	oro161913	feces metagenome	1861841	oro161913	PRJNA518082
SAMN10876191	oro161914	oro161914	feces metagenome	1861841	oro161914	PRJNA518082
SAMN10876192	oro161915	oro161915	feces metagenome	1861841	oro161915	PRJNA518082
SAMN10876193	oro161916	oro161916	feces metagenome	1861841	oro161916	PRJNA518082
SAMN10876194	oro161917	oro161917	feces metagenome	1861841	oro161917	PRJNA518082
SAMN10876195	oro161918	oro161918	feces metagenome	1861841	oro161918	PRJNA518082
SAMN10876196	oro161919	oro161919	feces metagenome	1861841	oro161919	PRJNA518082
SAMN10876197	oro161920	oro161920	feces metagenome	1861841	oro161920	PRJNA518082
SAMN10876198	oro161921	oro161921	feces metagenome	1861841	oro161921	PRJNA518082
SAMN10876199	oro161923	oro161923	feces metagenome	1861841	oro161923	PRJNA518082
SAMN10876200	oro161924	oro161924	feces metagenome	1861841	oro161924	PRJNA518082
SAMN10876201	oro161925	oro161925	feces metagenome	1861841	oro161925	PRJNA518082
SAMN10876202	oro161926	oro161926	feces metagenome	1861841	oro161926	PRJNA518082
SAMN10876203	oro161927	oro161927	feces metagenome	1861841	oro161927	PRJNA518082
SAMN10876204	oro161928	oro161928	feces metagenome	1861841	oro161928	PRJNA518082
SAMN10876205	oro161929	oro161929	feces metagenome	1861841	oro161929	PRJNA518082
SAMN10876206	oro161930	oro161930	feces metagenome	1861841	oro161930	PRJNA518082
SAMN10876207	oro161931	oro161931	feces metagenome	1861841	oro161931	PRJNA518082
SAMN10876208	oro162057	oro162057	feces metagenome	1861841	oro162057	PRJNA518082
SAMN10876209	oro162062	oro162062	feces metagenome	1861841	oro162062	PRJNA518082
SAMN10876210	oro162067	oro162067	feces metagenome	1861841	oro162067	PRJNA518082
SAMN10876211	oro162068	oro162068	feces metagenome	1861841	oro162068	PRJNA518082
SAMN10876212	oro162071	oro162071	feces metagenome	1861841	oro162071	PRJNA518082
SAMN10876213	oro162184	oro162184	feces metagenome	1861841	oro162184	PRJNA518082
SAMN10876214	oro162185	oro162185	feces metagenome	1861841	oro162185	PRJNA518082
SAMN10876215	oro162186	oro162186	feces metagenome	1861841	oro162186	PRJNA518082
SAMN10876216	oro162187	oro162187	feces metagenome	1861841	oro162187	PRJNA518082
SAMN10876217	oro162188	oro162188	feces metagenome	1861841	oro162188	PRJNA518082
SAMN10876218	oro162189	oro162189	feces metagenome	1861841	oro162189	PRJNA518082
SAMN10876219	oro162190	oro162190	feces metagenome	1861841	oro162190	PRJNA518082
SAMN10876220	oro162191	oro162191	feces metagenome	1861841	oro162191	PRJNA518082
SAMN10876221	oro162193	oro162193	feces metagenome	1861841	oro162193	PRJNA518082
SAMN10876222	oro162194	oro162194	feces metagenome	1861841	oro162194	PRJNA518082
SAMN10876223	oro162195	oro162195	feces metagenome	1861841	oro162195	PRJNA518082
SAMN10876224	oro162196	oro162196	feces metagenome	1861841	oro162196	PRJNA518082
SAMN10876225	oro162197	oro162197	feces metagenome	1861841	oro162197	PRJNA518082
SAMN10876226	oro162198	oro162198	feces metagenome	1861841	oro162198	PRJNA518082
SAMN10876227	oro162199	oro162199	feces metagenome	1861841	oro162199	PRJNA518082
SAMN10876228	oro162200	oro162200	feces metagenome	1861841	oro162200	PRJNA518082
SAMN10876229	oro162201	oro162201	feces metagenome	1861841	oro162201	PRJNA518082
SAMN10876230	oro162202	oro162202	feces metagenome	1861841	oro162202	PRJNA518082
SAMN10876231	oro162203	oro162203	feces metagenome	1861841	oro162203	PRJNA518082
SAMN10876232	oro162204	oro162204	feces metagenome	1861841	oro162204	PRJNA518082
SAMN10876233	oro162205	oro162205	feces metagenome	1861841	oro162205	PRJNA518082
SAMN10876234	oro162206	oro162206	feces metagenome	1861841	oro162206	PRJNA518082
SAMN10876235	oro162207	oro162207	feces metagenome	1861841	oro162207	PRJNA518082
SAMN10876236	oro162208	oro162208	feces metagenome	1861841	oro162208	PRJNA518082
SAMN10876237	oro162209	oro162209	feces metagenome	1861841	oro162209	PRJNA518082
SAMN10876238	oro162210	oro162210	feces metagenome	1861841	oro162210	PRJNA518082
SAMN10876239	oro162211	oro162211	feces metagenome	1861841	oro162211	PRJNA518082
SAMN10876240	oro162212	oro162212	feces metagenome	1861841	oro162212	PRJNA518082
SAMN10876241	oro162213	oro162213	feces metagenome	1861841	oro162213	PRJNA518082
SAMN10876242	oro162214	oro162214	feces metagenome	1861841	oro162214	PRJNA518082
SAMN10876243	oro162215	oro162215	feces metagenome	1861841	oro162215	PRJNA518082
SAMN10876244	oro162216	oro162216	feces metagenome	1861841	oro162216	PRJNA518082
SAMN10876245	oro162217	oro162217	feces metagenome	1861841	oro162217	PRJNA518082
SAMN10876246	oro162218	oro162218	feces metagenome	1861841	oro162218	PRJNA518082
SAMN10876247	oro162219	oro162219	feces metagenome	1861841	oro162219	PRJNA518082
SAMN10876248	oro162220	oro162220	feces metagenome	1861841	oro162220	PRJNA518082
SAMN10876249	oro162221	oro162221	feces metagenome	1861841	oro162221	PRJNA518082
SAMN10876250	oro162222	oro162222	feces metagenome	1861841	oro162222	PRJNA518082
SAMN10876251	oro162224	oro162224	feces metagenome	1861841	oro162224	PRJNA518082
SAMN10876252	oro162225	oro162225	feces metagenome	1861841	oro162225	PRJNA518082
SAMN10876253	oro162226	oro162226	feces metagenome	1861841	oro162226	PRJNA518082
SAMN10876254	oro162227	oro162227	feces metagenome	1861841	oro162227	PRJNA518082
SAMN10876255	oro162228	oro162228	feces metagenome	1861841	oro162228	PRJNA518082
SAMN10876256	oro162229	oro162229	feces metagenome	1861841	oro162229	PRJNA518082
SAMN10876257	oro162230	oro162230	feces metagenome	1861841	oro162230	PRJNA518082
SAMN10876258	oro162231	oro162231	feces metagenome	1861841	oro162231	PRJNA518082
SAMN10876259	oro162232	oro162232	feces metagenome	1861841	oro162232	PRJNA518082
SAMN10876260	oro162233	oro162233	feces metagenome	1861841	oro162233	PRJNA518082
SAMN10876261	oro162234	oro162234	feces metagenome	1861841	oro162234	PRJNA518082
SAMN10876262	oro162235	oro162235	feces metagenome	1861841	oro162235	PRJNA518082
SAMN10876263	oro162236	oro162236	feces metagenome	1861841	oro162236	PRJNA518082
SAMN10876264	oro162237	oro162237	feces metagenome	1861841	oro162237	PRJNA518082
SAMN10876265	oro162238	oro162238	feces metagenome	1861841	oro162238	PRJNA518082
SAMN10876266	oro162239	oro162239	feces metagenome	1861841	oro162239	PRJNA518082
SAMN10876267	oro162240	oro162240	feces metagenome	1861841	oro162240	PRJNA518082
SAMN10876268	oro162241	oro162241	feces metagenome	1861841	oro162241	PRJNA518082
SAMN10876269	oro162242	oro162242	feces metagenome	1861841	oro162242	PRJNA518082
SAMN10876270	oro162243	oro162243	feces metagenome	1861841	oro162243	PRJNA518082
SAMN10876271	oro162244	oro162244	feces metagenome	1861841	oro162244	PRJNA518082
SAMN10876272	oro162245	oro162245	feces metagenome	1861841	oro162245	PRJNA518082
SAMN10876273	oro162248	oro162248	feces metagenome	1861841	oro162248	PRJNA518082
SAMN10876274	oro162250	oro162250	feces metagenome	1861841	oro162250	PRJNA518082
SAMN10876275	oro162251	oro162251	feces metagenome	1861841	oro162251	PRJNA518082
SAMN10876276	oro162252	oro162252	feces metagenome	1861841	oro162252	PRJNA518082
SAMN10876277	oro162253	oro162253	feces metagenome	1861841	oro162253	PRJNA518082
SAMN10876278	oro162254	oro162254	feces metagenome	1861841	oro162254	PRJNA518082
SAMN10876279	oro162256	oro162256	feces metagenome	1861841	oro162256	PRJNA518082
SAMN10876280	oro162257	oro162257	feces metagenome	1861841	oro162257	PRJNA518082
SAMN10876281	oro162258	oro162258	feces metagenome	1861841	oro162258	PRJNA518082
SAMN10876282	oro162259	oro162259	feces metagenome	1861841	oro162259	PRJNA518082
SAMN10876283	oro162260	oro162260	feces metagenome	1861841	oro162260	PRJNA518082
SAMN10876284	oro162261	oro162261	feces metagenome	1861841	oro162261	PRJNA518082
SAMN10876285	oro162262	oro162262	feces metagenome	1861841	oro162262	PRJNA518082
SAMN10876286	oro162263	oro162263	feces metagenome	1861841	oro162263	PRJNA518082
SAMN10876287	oro162264	oro162264	feces metagenome	1861841	oro162264	PRJNA518082
SAMN10876288	oro162265	oro162265	feces metagenome	1861841	oro162265	PRJNA518082
SAMN10876289	oro162266	oro162266	feces metagenome	1861841	oro162266	PRJNA518082
SAMN10876290	oro162267	oro162267	feces metagenome	1861841	oro162267	PRJNA518082
SAMN10876291	oro162268	oro162268	feces metagenome	1861841	oro162268	PRJNA518082
SAMN10876292	oro162269	oro162269	feces metagenome	1861841	oro162269	PRJNA518082
SAMN10876293	oro162270	oro162270	feces metagenome	1861841	oro162270	PRJNA518082
SAMN10876294	oro162271	oro162271	feces metagenome	1861841	oro162271	PRJNA518082
SAMN10876295	oro162272	oro162272	feces metagenome	1861841	oro162272	PRJNA518082
SAMN10876296	oro162273	oro162273	feces metagenome	1861841	oro162273	PRJNA518082
SAMN10876297	oro162274	oro162274	feces metagenome	1861841	oro162274	PRJNA518082
SAMN10876298	oro162275	oro162275	feces metagenome	1861841	oro162275	PRJNA518082
SAMN10876299	oro162276	oro162276	feces metagenome	1861841	oro162276	PRJNA518082
SAMN10876300	oro162277	oro162277	feces metagenome	1861841	oro162277	PRJNA518082
SAMN10876301	oro162278	oro162278	feces metagenome	1861841	oro162278	PRJNA518082
SAMN10876302	oro162279	oro162279	feces metagenome	1861841	oro162279	PRJNA518082
SAMN10876303	oro162280	oro162280	feces metagenome	1861841	oro162280	PRJNA518082
SAMN10876304	oro162281	oro162281	feces metagenome	1861841	oro162281	PRJNA518082
SAMN10876305	oro162282	oro162282	feces metagenome	1861841	oro162282	PRJNA518082
SAMN10876306	oro162283	oro162283	feces metagenome	1861841	oro162283	PRJNA518082
SAMN10876307	oro162380	oro162380	feces metagenome	1861841	oro162380	PRJNA518082
SAMN10876308	oro162381	oro162381	feces metagenome	1861841	oro162381	PRJNA518082
SAMN10876309	oro162382	oro162382	feces metagenome	1861841	oro162382	PRJNA518082
SAMN10876310	oro162383	oro162383	feces metagenome	1861841	oro162383	PRJNA518082
SAMN10876311	oro163084	oro163084	feces metagenome	1861841	oro163084	PRJNA518082
SAMN10876312	oro163085	oro163085	feces metagenome	1861841	oro163085	PRJNA518082
SAMN10876313	oro163086	oro163086	feces metagenome	1861841	oro163086	PRJNA518082
SAMN10876314	oro163087	oro163087	feces metagenome	1861841	oro163087	PRJNA518082
SAMN10876315	oro163088	oro163088	feces metagenome	1861841	oro163088	PRJNA518082
SAMN10876316	oro163089	oro163089	feces metagenome	1861841	oro163089	PRJNA518082
SAMN10876317	oro163090	oro163090	feces metagenome	1861841	oro163090	PRJNA518082
SAMN10876318	oro163091	oro163091	feces metagenome	1861841	oro163091	PRJNA518082
SAMN10876319	oro163092	oro163092	feces metagenome	1861841	oro163092	PRJNA518082
SAMN10876320	oro163093	oro163093	feces metagenome	1861841	oro163093	PRJNA518082
SAMN10876321	oro163094	oro163094	feces metagenome	1861841	oro163094	PRJNA518082
SAMN10876322	oro163095	oro163095	feces metagenome	1861841	oro163095	PRJNA518082
SAMN10876323	oro163097	oro163097	feces metagenome	1861841	oro163097	PRJNA518082
SAMN10876324	oro163098	oro163098	feces metagenome	1861841	oro163098	PRJNA518082
SAMN10876325	oro163099	oro163099	feces metagenome	1861841	oro163099	PRJNA518082
SAMN10876326	oro163100	oro163100	feces metagenome	1861841	oro163100	PRJNA518082
SAMN10876327	oro163101	oro163101	feces metagenome	1861841	oro163101	PRJNA518082
SAMN10876328	oro163102	oro163102	feces metagenome	1861841	oro163102	PRJNA518082
SAMN10876329	oro163103	oro163103	feces metagenome	1861841	oro163103	PRJNA518082
SAMN10876330	oro163104	oro163104	feces metagenome	1861841	oro163104	PRJNA518082
SAMN10876331	oro163105	oro163105	feces metagenome	1861841	oro163105	PRJNA518082
SAMN10876332	oro163106	oro163106	feces metagenome	1861841	oro163106	PRJNA518082
SAMN10876333	oro163107	oro163107	feces metagenome	1861841	oro163107	PRJNA518082
SAMN10876334	oro163108	oro163108	feces metagenome	1861841	oro163108	PRJNA518082
SAMN10876335	oro163109	oro163109	feces metagenome	1861841	oro163109	PRJNA518082
SAMN10876336	oro163110	oro163110	feces metagenome	1861841	oro163110	PRJNA518082
SAMN10876337	oro163111	oro163111	feces metagenome	1861841	oro163111	PRJNA518082
SAMN10876338	oro163112	oro163112	feces metagenome	1861841	oro163112	PRJNA518082
SAMN10876339	oro163113	oro163113	feces metagenome	1861841	oro163113	PRJNA518082
SAMN10876340	oro163114	oro163114	feces metagenome	1861841	oro163114	PRJNA518082
SAMN10876341	oro163115	oro163115	feces metagenome	1861841	oro163115	PRJNA518082
SAMN10876342	oro163116	oro163116	feces metagenome	1861841	oro163116	PRJNA518082
SAMN10876343	oro163117	oro163117	feces metagenome	1861841	oro163117	PRJNA518082
SAMN10876344	oro163118	oro163118	feces metagenome	1861841	oro163118	PRJNA518082
SAMN10876345	oro163119	oro163119	feces metagenome	1861841	oro163119	PRJNA518082
SAMN10876346	oro163120	oro163120	feces metagenome	1861841	oro163120	PRJNA518082
SAMN10876347	oro163121	oro163121	feces metagenome	1861841	oro163121	PRJNA518082
SAMN10876348	oro163122	oro163122	feces metagenome	1861841	oro163122	PRJNA518082
SAMN10876349	oro163123	oro163123	feces metagenome	1861841	oro163123	PRJNA518082
SAMN10876350	oro163124	oro163124	feces metagenome	1861841	oro163124	PRJNA518082
SAMN10876351	oro163125	oro163125	feces metagenome	1861841	oro163125	PRJNA518082
SAMN10876352	oro163126	oro163126	feces metagenome	1861841	oro163126	PRJNA518082
SAMN10876353	oro163128	oro163128	feces metagenome	1861841	oro163128	PRJNA518082
SAMN10876354	oro163129	oro163129	feces metagenome	1861841	oro163129	PRJNA518082
SAMN10876355	oro163130	oro163130	feces metagenome	1861841	oro163130	PRJNA518082
SAMN10876356	oro163131	oro163131	feces metagenome	1861841	oro163131	PRJNA518082
SAMN10876357	oro16contaminated1469	oro16contaminated1469	feces metagenome	1861841	oro16contaminated1469	PRJNA518082
SAMN10876358	oro16contaminated2192	oro16contaminated2192	feces metagenome	1861841	oro16contaminated2192	PRJNA518082
SAMN10876359	mockIM4p4L1	mockIM4p4L1	feces metagenome	1861841	mockIM4p4L1	PRJNA518082
