Accession	Sample Name	SPUID	Organism	Tax ID	Isolate	BioProject
SAMN10876690	negoro15C03	negoro15C03	feces metagenome	1861841	negoro15C03	PRJNA518082
SAMN10876691	negoro15D04	negoro15D04	feces metagenome	1861841	negoro15D04	PRJNA518082
SAMN10876692	negoro15E05	negoro15E05	feces metagenome	1861841	negoro15E05	PRJNA518082
SAMN10876693	negoro15F06	negoro15F06	feces metagenome	1861841	negoro15F06	PRJNA518082
SAMN10876694	negoro15G07	negoro15G07	feces metagenome	1861841	negoro15G07	PRJNA518082
SAMN10876695	negoro15H08	negoro15H08	feces metagenome	1861841	negoro15H08	PRJNA518082
SAMN10876696	negoro16B02	negoro16B02	feces metagenome	1861841	negoro16B02	PRJNA518082
SAMN10876697	negoro16C03	negoro16C03	feces metagenome	1861841	negoro16C03	PRJNA518082
SAMN10876698	negoro16D04	negoro16D04	feces metagenome	1861841	negoro16D04	PRJNA518082
SAMN10876699	negoro16E05	negoro16E05	feces metagenome	1861841	negoro16E05	PRJNA518082
SAMN10876700	negoro16F06	negoro16F06	feces metagenome	1861841	negoro16F06	PRJNA518082
SAMN10876701	oro161932	oro161932	feces metagenome	1861841	oro161932	PRJNA518082
SAMN10876702	oro161933	oro161933	feces metagenome	1861841	oro161933	PRJNA518082
SAMN10876703	oro161934	oro161934	feces metagenome	1861841	oro161934	PRJNA518082
SAMN10876704	oro161935	oro161935	feces metagenome	1861841	oro161935	PRJNA518082
SAMN10876705	oro161936	oro161936	feces metagenome	1861841	oro161936	PRJNA518082
SAMN10876706	oro161937	oro161937	feces metagenome	1861841	oro161937	PRJNA518082
SAMN10876707	oro161938	oro161938	feces metagenome	1861841	oro161938	PRJNA518082
SAMN10876708	oro161939	oro161939	feces metagenome	1861841	oro161939	PRJNA518082
SAMN10876709	oro161940	oro161940	feces metagenome	1861841	oro161940	PRJNA518082
SAMN10876710	oro161941	oro161941	feces metagenome	1861841	oro161941	PRJNA518082
SAMN10876711	oro161942	oro161942	feces metagenome	1861841	oro161942	PRJNA518082
SAMN10876712	oro161943	oro161943	feces metagenome	1861841	oro161943	PRJNA518082
SAMN10876713	oro161948	oro161948	feces metagenome	1861841	oro161948	PRJNA518082
SAMN10876714	oro161949	oro161949	feces metagenome	1861841	oro161949	PRJNA518082
SAMN10876715	oro161950	oro161950	feces metagenome	1861841	oro161950	PRJNA518082
SAMN10876716	oro161951	oro161951	feces metagenome	1861841	oro161951	PRJNA518082
SAMN10876717	oro161952	oro161952	feces metagenome	1861841	oro161952	PRJNA518082
SAMN10876718	oro161953	oro161953	feces metagenome	1861841	oro161953	PRJNA518082
SAMN10876719	oro161954	oro161954	feces metagenome	1861841	oro161954	PRJNA518082
SAMN10876720	oro161955	oro161955	feces metagenome	1861841	oro161955	PRJNA518082
SAMN10876721	oro161956	oro161956	feces metagenome	1861841	oro161956	PRJNA518082
SAMN10876722	oro161957	oro161957	feces metagenome	1861841	oro161957	PRJNA518082
SAMN10876723	oro161958	oro161958	feces metagenome	1861841	oro161958	PRJNA518082
SAMN10876724	oro161959	oro161959	feces metagenome	1861841	oro161959	PRJNA518082
SAMN10876725	oro161960	oro161960	feces metagenome	1861841	oro161960	PRJNA518082
SAMN10876726	oro161961	oro161961	feces metagenome	1861841	oro161961	PRJNA518082
SAMN10876727	oro161962	oro161962	feces metagenome	1861841	oro161962	PRJNA518082
SAMN10876728	oro161963	oro161963	feces metagenome	1861841	oro161963	PRJNA518082
SAMN10876729	oro161964	oro161964	feces metagenome	1861841	oro161964	PRJNA518082
SAMN10876730	oro161965	oro161965	feces metagenome	1861841	oro161965	PRJNA518082
SAMN10876731	oro161966	oro161966	feces metagenome	1861841	oro161966	PRJNA518082
SAMN10876732	oro161967	oro161967	feces metagenome	1861841	oro161967	PRJNA518082
SAMN10876733	oro161968	oro161968	feces metagenome	1861841	oro161968	PRJNA518082
SAMN10876734	oro161969	oro161969	feces metagenome	1861841	oro161969	PRJNA518082
SAMN10876735	oro161970	oro161970	feces metagenome	1861841	oro161970	PRJNA518082
SAMN10876736	oro161971	oro161971	feces metagenome	1861841	oro161971	PRJNA518082
SAMN10876737	oro161972	oro161972	feces metagenome	1861841	oro161972	PRJNA518082
SAMN10876738	oro161973	oro161973	feces metagenome	1861841	oro161973	PRJNA518082
SAMN10876739	oro161974	oro161974	feces metagenome	1861841	oro161974	PRJNA518082
SAMN10876740	oro161975	oro161975	feces metagenome	1861841	oro161975	PRJNA518082
SAMN10876741	oro161976	oro161976	feces metagenome	1861841	oro161976	PRJNA518082
SAMN10876742	oro161977	oro161977	feces metagenome	1861841	oro161977	PRJNA518082
SAMN10876743	oro161978	oro161978	feces metagenome	1861841	oro161978	PRJNA518082
SAMN10876744	oro161979	oro161979	feces metagenome	1861841	oro161979	PRJNA518082
SAMN10876745	oro161980	oro161980	feces metagenome	1861841	oro161980	PRJNA518082
SAMN10876746	oro161981	oro161981	feces metagenome	1861841	oro161981	PRJNA518082
SAMN10876747	oro161982	oro161982	feces metagenome	1861841	oro161982	PRJNA518082
SAMN10876748	oro161983	oro161983	feces metagenome	1861841	oro161983	PRJNA518082
SAMN10876749	oro161987	oro161987	feces metagenome	1861841	oro161987	PRJNA518082
SAMN10876750	oro161990	oro161990	feces metagenome	1861841	oro161990	PRJNA518082
SAMN10876751	oro161996	oro161996	feces metagenome	1861841	oro161996	PRJNA518082
SAMN10876752	oro161997	oro161997	feces metagenome	1861841	oro161997	PRJNA518082
SAMN10876753	oro162013	oro162013	feces metagenome	1861841	oro162013	PRJNA518082
SAMN10876754	oro162134	oro162134	feces metagenome	1861841	oro162134	PRJNA518082
SAMN10876755	oro162135	oro162135	feces metagenome	1861841	oro162135	PRJNA518082
SAMN10876756	oro162136	oro162136	feces metagenome	1861841	oro162136	PRJNA518082
SAMN10876757	oro162137	oro162137	feces metagenome	1861841	oro162137	PRJNA518082
SAMN10876758	oro162138	oro162138	feces metagenome	1861841	oro162138	PRJNA518082
SAMN10876759	oro162139	oro162139	feces metagenome	1861841	oro162139	PRJNA518082
SAMN10876760	oro162140	oro162140	feces metagenome	1861841	oro162140	PRJNA518082
SAMN10876761	oro162141	oro162141	feces metagenome	1861841	oro162141	PRJNA518082
SAMN10876762	oro162142	oro162142	feces metagenome	1861841	oro162142	PRJNA518082
SAMN10876763	oro162143	oro162143	feces metagenome	1861841	oro162143	PRJNA518082
SAMN10876764	oro162144	oro162144	feces metagenome	1861841	oro162144	PRJNA518082
SAMN10876765	oro162145	oro162145	feces metagenome	1861841	oro162145	PRJNA518082
SAMN10876766	oro162146	oro162146	feces metagenome	1861841	oro162146	PRJNA518082
SAMN10876767	oro162147	oro162147	feces metagenome	1861841	oro162147	PRJNA518082
SAMN10876768	oro162149	oro162149	feces metagenome	1861841	oro162149	PRJNA518082
SAMN10876769	oro162150	oro162150	feces metagenome	1861841	oro162150	PRJNA518082
SAMN10876770	oro162151	oro162151	feces metagenome	1861841	oro162151	PRJNA518082
SAMN10876771	oro162152	oro162152	feces metagenome	1861841	oro162152	PRJNA518082
SAMN10876772	oro162153	oro162153	feces metagenome	1861841	oro162153	PRJNA518082
SAMN10876773	oro162155	oro162155	feces metagenome	1861841	oro162155	PRJNA518082
SAMN10876774	oro162156	oro162156	feces metagenome	1861841	oro162156	PRJNA518082
SAMN10876775	oro162157	oro162157	feces metagenome	1861841	oro162157	PRJNA518082
SAMN10876776	oro162158	oro162158	feces metagenome	1861841	oro162158	PRJNA518082
SAMN10876777	oro162159	oro162159	feces metagenome	1861841	oro162159	PRJNA518082
SAMN10876778	oro162160	oro162160	feces metagenome	1861841	oro162160	PRJNA518082
SAMN10876779	oro162161	oro162161	feces metagenome	1861841	oro162161	PRJNA518082
SAMN10876780	oro162162	oro162162	feces metagenome	1861841	oro162162	PRJNA518082
SAMN10876781	oro162163	oro162163	feces metagenome	1861841	oro162163	PRJNA518082
SAMN10876782	oro162164	oro162164	feces metagenome	1861841	oro162164	PRJNA518082
SAMN10876783	oro162165	oro162165	feces metagenome	1861841	oro162165	PRJNA518082
SAMN10876784	oro162166	oro162166	feces metagenome	1861841	oro162166	PRJNA518082
SAMN10876785	oro162167	oro162167	feces metagenome	1861841	oro162167	PRJNA518082
SAMN10876786	oro162168	oro162168	feces metagenome	1861841	oro162168	PRJNA518082
SAMN10876787	oro162169	oro162169	feces metagenome	1861841	oro162169	PRJNA518082
SAMN10876788	oro162170	oro162170	feces metagenome	1861841	oro162170	PRJNA518082
SAMN10876789	oro162171	oro162171	feces metagenome	1861841	oro162171	PRJNA518082
SAMN10876790	oro162172	oro162172	feces metagenome	1861841	oro162172	PRJNA518082
SAMN10876791	oro162173	oro162173	feces metagenome	1861841	oro162173	PRJNA518082
SAMN10876792	oro162174	oro162174	feces metagenome	1861841	oro162174	PRJNA518082
SAMN10876793	oro162175	oro162175	feces metagenome	1861841	oro162175	PRJNA518082
SAMN10876794	oro162176	oro162176	feces metagenome	1861841	oro162176	PRJNA518082
SAMN10876795	oro162177	oro162177	feces metagenome	1861841	oro162177	PRJNA518082
SAMN10876796	oro162178	oro162178	feces metagenome	1861841	oro162178	PRJNA518082
SAMN10876797	oro162179	oro162179	feces metagenome	1861841	oro162179	PRJNA518082
SAMN10876798	oro162180	oro162180	feces metagenome	1861841	oro162180	PRJNA518082
SAMN10876799	oro162181	oro162181	feces metagenome	1861841	oro162181	PRJNA518082
SAMN10876800	oro163960	oro163960	feces metagenome	1861841	oro163960	PRJNA518082
SAMN10876801	oro163962	oro163962	feces metagenome	1861841	oro163962	PRJNA518082
SAMN10876802	oro163972	oro163972	feces metagenome	1861841	oro163972	PRJNA518082
SAMN10876803	oro163973	oro163973	feces metagenome	1861841	oro163973	PRJNA518082
SAMN10876804	oro163974	oro163974	feces metagenome	1861841	oro163974	PRJNA518082
SAMN10876805	oro163975	oro163975	feces metagenome	1861841	oro163975	PRJNA518082
SAMN10876806	oro163976	oro163976	feces metagenome	1861841	oro163976	PRJNA518082
SAMN10876807	oro163977	oro163977	feces metagenome	1861841	oro163977	PRJNA518082
SAMN10876808	oro163978	oro163978	feces metagenome	1861841	oro163978	PRJNA518082
SAMN10876809	oro163979	oro163979	feces metagenome	1861841	oro163979	PRJNA518082
SAMN10876810	oro163981	oro163981	feces metagenome	1861841	oro163981	PRJNA518082
SAMN10876811	oro163982	oro163982	feces metagenome	1861841	oro163982	PRJNA518082
SAMN10876812	oro163983	oro163983	feces metagenome	1861841	oro163983	PRJNA518082
SAMN10876813	mockIM4p4L2	mockIM4p4L2	feces metagenome	1861841	mockIM4p4L2	PRJNA518082
