bioproject_accession	library_ID	title	library_strategy	library_source	library_selection	library_layout	platform	instrument_model	design_description	filetype	filename	filename2	biosample_accession
PRJNA518082	oro161525	COI amplicons from bat guano	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	COI amplicons generated from ANML primer pair	fastq	oro161525_L001_R1_001.fastq.gz	oro161525_L001_R2_001.fastq.gz	SAMN10877328
PRJNA518082	oro161526	COI amplicons from bat guano	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	COI amplicons generated from ANML primer pair	fastq	oro161526_L001_R1_001.fastq.gz	oro161526_L001_R2_001.fastq.gz	SAMN10877329
PRJNA518082	oro161527	COI amplicons from bat guano	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	COI amplicons generated from ANML primer pair	fastq	oro161527_L001_R1_001.fastq.gz	oro161527_L001_R2_001.fastq.gz	SAMN10877330
PRJNA518082	oro161528	COI amplicons from bat guano	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	COI amplicons generated from ANML primer pair	fastq	oro161528_L001_R1_001.fastq.gz	oro161528_L001_R2_001.fastq.gz	SAMN10877331
PRJNA518082	oro161529	COI amplicons from bat guano	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	COI amplicons generated from ANML primer pair	fastq	oro161529_L001_R1_001.fastq.gz	oro161529_L001_R2_001.fastq.gz	SAMN10877332
PRJNA518082	oro161530	COI amplicons from bat guano	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	COI amplicons generated from ANML primer pair	fastq	oro161530_L001_R1_001.fastq.gz	oro161530_L001_R2_001.fastq.gz	SAMN10877333
PRJNA518082	oro161531	COI amplicons from bat guano	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	COI amplicons generated from ANML primer pair	fastq	oro161531_L001_R1_001.fastq.gz	oro161531_L001_R2_001.fastq.gz	SAMN10877334
PRJNA518082	oro162484	COI amplicons from bat guano	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	COI amplicons generated from ANML primer pair	fastq	oro162484_L001_R1_001.fastq.gz	oro162484_L001_R2_001.fastq.gz	SAMN10877335
PRJNA518082	oro162485	COI amplicons from bat guano	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	COI amplicons generated from ANML primer pair	fastq	oro162485_L001_R1_001.fastq.gz	oro162485_L001_R2_001.fastq.gz	SAMN10877336
PRJNA518082	oro162486	COI amplicons from bat guano	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	COI amplicons generated from ANML primer pair	fastq	oro162486_L001_R1_001.fastq.gz	oro162486_L001_R2_001.fastq.gz	SAMN10877337
PRJNA518082	oro162487	COI amplicons from bat guano	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	COI amplicons generated from ANML primer pair	fastq	oro162487_L001_R1_001.fastq.gz	oro162487_L001_R2_001.fastq.gz	SAMN10877338
PRJNA518082	oro162488	COI amplicons from bat guano	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	COI amplicons generated from ANML primer pair	fastq	oro162488_L001_R1_001.fastq.gz	oro162488_L001_R2_001.fastq.gz	SAMN10877339
PRJNA518082	oro162489	COI amplicons from bat guano	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	COI amplicons generated from ANML primer pair	fastq	oro162489_L001_R1_001.fastq.gz	oro162489_L001_R2_001.fastq.gz	SAMN10877340
PRJNA518082	oro162490	COI amplicons from bat guano	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	COI amplicons generated from ANML primer pair	fastq	oro162490_L001_R1_001.fastq.gz	oro162490_L001_R2_001.fastq.gz	SAMN10877341
PRJNA518082	oro162491	COI amplicons from bat guano	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	COI amplicons generated from ANML primer pair	fastq	oro162491_L001_R1_001.fastq.gz	oro162491_L001_R2_001.fastq.gz	SAMN10877342
PRJNA518082	oro162492	COI amplicons from bat guano	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	COI amplicons generated from ANML primer pair	fastq	oro162492_L001_R1_001.fastq.gz	oro162492_L001_R2_001.fastq.gz	SAMN10877343
PRJNA518082	oro162493	COI amplicons from bat guano	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	COI amplicons generated from ANML primer pair	fastq	oro162493_L001_R1_001.fastq.gz	oro162493_L001_R2_001.fastq.gz	SAMN10877344
PRJNA518082	oro162495	COI amplicons from bat guano	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	COI amplicons generated from ANML primer pair	fastq	oro162495_L001_R1_001.fastq.gz	oro162495_L001_R2_001.fastq.gz	SAMN10877345
PRJNA518082	oro162496	COI amplicons from bat guano	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	COI amplicons generated from ANML primer pair	fastq	oro162496_L001_R1_001.fastq.gz	oro162496_L001_R2_001.fastq.gz	SAMN10877346
PRJNA518082	oro162497	COI amplicons from bat guano	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	COI amplicons generated from ANML primer pair	fastq	oro162497_L001_R1_001.fastq.gz	oro162497_L001_R2_001.fastq.gz	SAMN10877347
PRJNA518082	oro162498	COI amplicons from bat guano	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	COI amplicons generated from ANML primer pair	fastq	oro162498_L001_R1_001.fastq.gz	oro162498_L001_R2_001.fastq.gz	SAMN10877348
PRJNA518082	oro162499	COI amplicons from bat guano	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	COI amplicons generated from ANML primer pair	fastq	oro162499_L001_R1_001.fastq.gz	oro162499_L001_R2_001.fastq.gz	SAMN10877349
PRJNA518082	oro162500	COI amplicons from bat guano	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	COI amplicons generated from ANML primer pair	fastq	oro162500_L001_R1_001.fastq.gz	oro162500_L001_R2_001.fastq.gz	SAMN10877350
PRJNA518082	oro162501	COI amplicons from bat guano	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	COI amplicons generated from ANML primer pair	fastq	oro162501_L001_R1_001.fastq.gz	oro162501_L001_R2_001.fastq.gz	SAMN10877351
PRJNA518082	oro162502	COI amplicons from bat guano	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	COI amplicons generated from ANML primer pair	fastq	oro162502_L001_R1_001.fastq.gz	oro162502_L001_R2_001.fastq.gz	SAMN10877352
PRJNA518082	oro162503	COI amplicons from bat guano	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	COI amplicons generated from ANML primer pair	fastq	oro162503_L001_R1_001.fastq.gz	oro162503_L001_R2_001.fastq.gz	SAMN10877353
PRJNA518082	oro162504	COI amplicons from bat guano	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	COI amplicons generated from ANML primer pair	fastq	oro162504_L001_R1_001.fastq.gz	oro162504_L001_R2_001.fastq.gz	SAMN10877354
PRJNA518082	oro162507	COI amplicons from bat guano	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	COI amplicons generated from ANML primer pair	fastq	oro162507_L001_R1_001.fastq.gz	oro162507_L001_R2_001.fastq.gz	SAMN10877355
PRJNA518082	oro162508	COI amplicons from bat guano	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	COI amplicons generated from ANML primer pair	fastq	oro162508_L001_R1_001.fastq.gz	oro162508_L001_R2_001.fastq.gz	SAMN10877356
PRJNA518082	oro162509	COI amplicons from bat guano	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	COI amplicons generated from ANML primer pair	fastq	oro162509_L001_R1_001.fastq.gz	oro162509_L001_R2_001.fastq.gz	SAMN10877357
PRJNA518082	oro162510	COI amplicons from bat guano	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	COI amplicons generated from ANML primer pair	fastq	oro162510_L001_R1_001.fastq.gz	oro162510_L001_R2_001.fastq.gz	SAMN10877358
PRJNA518082	oro162511	COI amplicons from bat guano	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	COI amplicons generated from ANML primer pair	fastq	oro162511_L001_R1_001.fastq.gz	oro162511_L001_R2_001.fastq.gz	SAMN10877359
PRJNA518082	oro162512	COI amplicons from bat guano	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	COI amplicons generated from ANML primer pair	fastq	oro162512_L001_R1_001.fastq.gz	oro162512_L001_R2_001.fastq.gz	SAMN10877360
PRJNA518082	oro162513	COI amplicons from bat guano	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	COI amplicons generated from ANML primer pair	fastq	oro162513_L001_R1_001.fastq.gz	oro162513_L001_R2_001.fastq.gz	SAMN10877361
PRJNA518082	oro162514	COI amplicons from bat guano	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	COI amplicons generated from ANML primer pair	fastq	oro162514_L001_R1_001.fastq.gz	oro162514_L001_R2_001.fastq.gz	SAMN10877362
PRJNA518082	oro162515	COI amplicons from bat guano	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	COI amplicons generated from ANML primer pair	fastq	oro162515_L001_R1_001.fastq.gz	oro162515_L001_R2_001.fastq.gz	SAMN10877363
PRJNA518082	oro162517	COI amplicons from bat guano	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	COI amplicons generated from ANML primer pair	fastq	oro162517_L001_R1_001.fastq.gz	oro162517_L001_R2_001.fastq.gz	SAMN10877364
PRJNA518082	oro162518	COI amplicons from bat guano	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	COI amplicons generated from ANML primer pair	fastq	oro162518_L001_R1_001.fastq.gz	oro162518_L001_R2_001.fastq.gz	SAMN10877365
PRJNA518082	oro162519	COI amplicons from bat guano	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	COI amplicons generated from ANML primer pair	fastq	oro162519_L001_R1_001.fastq.gz	oro162519_L001_R2_001.fastq.gz	SAMN10877366
PRJNA518082	oro162520	COI amplicons from bat guano	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	COI amplicons generated from ANML primer pair	fastq	oro162520_L001_R1_001.fastq.gz	oro162520_L001_R2_001.fastq.gz	SAMN10877367
PRJNA518082	oro162521	COI amplicons from bat guano	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	COI amplicons generated from ANML primer pair	fastq	oro162521_L001_R1_001.fastq.gz	oro162521_L001_R2_001.fastq.gz	SAMN10877368
PRJNA518082	oro162522	COI amplicons from bat guano	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	COI amplicons generated from ANML primer pair	fastq	oro162522_L001_R1_001.fastq.gz	oro162522_L001_R2_001.fastq.gz	SAMN10877369
PRJNA518082	oro162523	COI amplicons from bat guano	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	COI amplicons generated from ANML primer pair	fastq	oro162523_L001_R1_001.fastq.gz	oro162523_L001_R2_001.fastq.gz	SAMN10877370
PRJNA518082	oro162524	COI amplicons from bat guano	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	COI amplicons generated from ANML primer pair	fastq	oro162524_L001_R1_001.fastq.gz	oro162524_L001_R2_001.fastq.gz	SAMN10877371
PRJNA518082	oro162525	COI amplicons from bat guano	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	COI amplicons generated from ANML primer pair	fastq	oro162525_L001_R1_001.fastq.gz	oro162525_L001_R2_001.fastq.gz	SAMN10877372
PRJNA518082	oro162526	COI amplicons from bat guano	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	COI amplicons generated from ANML primer pair	fastq	oro162526_L001_R1_001.fastq.gz	oro162526_L001_R2_001.fastq.gz	SAMN10877373
PRJNA518082	oro162529	COI amplicons from bat guano	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	COI amplicons generated from ANML primer pair	fastq	oro162529_L001_R1_001.fastq.gz	oro162529_L001_R2_001.fastq.gz	SAMN10877374
PRJNA518082	oro162530	COI amplicons from bat guano	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	COI amplicons generated from ANML primer pair	fastq	oro162530_L001_R1_001.fastq.gz	oro162530_L001_R2_001.fastq.gz	SAMN10877375
PRJNA518082	oro162531	COI amplicons from bat guano	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	COI amplicons generated from ANML primer pair	fastq	oro162531_L001_R1_001.fastq.gz	oro162531_L001_R2_001.fastq.gz	SAMN10877376
PRJNA518082	oro162534	COI amplicons from bat guano	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	COI amplicons generated from ANML primer pair	fastq	oro162534_L001_R1_001.fastq.gz	oro162534_L001_R2_001.fastq.gz	SAMN10877377
PRJNA518082	oro162535	COI amplicons from bat guano	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	COI amplicons generated from ANML primer pair	fastq	oro162535_L001_R1_001.fastq.gz	oro162535_L001_R2_001.fastq.gz	SAMN10877378
PRJNA518082	oro162536	COI amplicons from bat guano	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	COI amplicons generated from ANML primer pair	fastq	oro162536_L001_R1_001.fastq.gz	oro162536_L001_R2_001.fastq.gz	SAMN10877379
PRJNA518082	oro162537	COI amplicons from bat guano	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	COI amplicons generated from ANML primer pair	fastq	oro162537_L001_R1_001.fastq.gz	oro162537_L001_R2_001.fastq.gz	SAMN10877380
PRJNA518082	oro162538	COI amplicons from bat guano	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	COI amplicons generated from ANML primer pair	fastq	oro162538_L001_R1_001.fastq.gz	oro162538_L001_R2_001.fastq.gz	SAMN10877381
PRJNA518082	oro162541	COI amplicons from bat guano	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	COI amplicons generated from ANML primer pair	fastq	oro162541_L001_R1_001.fastq.gz	oro162541_L001_R2_001.fastq.gz	SAMN10877382
PRJNA518082	oro162542	COI amplicons from bat guano	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	COI amplicons generated from ANML primer pair	fastq	oro162542_L001_R1_001.fastq.gz	oro162542_L001_R2_001.fastq.gz	SAMN10877383
PRJNA518082	oro162543	COI amplicons from bat guano	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	COI amplicons generated from ANML primer pair	fastq	oro162543_L001_R1_001.fastq.gz	oro162543_L001_R2_001.fastq.gz	SAMN10877384
PRJNA518082	oro162544	COI amplicons from bat guano	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	COI amplicons generated from ANML primer pair	fastq	oro162544_L001_R1_001.fastq.gz	oro162544_L001_R2_001.fastq.gz	SAMN10877385
PRJNA518082	oro162545	COI amplicons from bat guano	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	COI amplicons generated from ANML primer pair	fastq	oro162545_L001_R1_001.fastq.gz	oro162545_L001_R2_001.fastq.gz	SAMN10877386
PRJNA518082	oro162546	COI amplicons from bat guano	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	COI amplicons generated from ANML primer pair	fastq	oro162546_L001_R1_001.fastq.gz	oro162546_L001_R2_001.fastq.gz	SAMN10877387
PRJNA518082	oro162547	COI amplicons from bat guano	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	COI amplicons generated from ANML primer pair	fastq	oro162547_L001_R1_001.fastq.gz	oro162547_L001_R2_001.fastq.gz	SAMN10877388
PRJNA518082	oro162548	COI amplicons from bat guano	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	COI amplicons generated from ANML primer pair	fastq	oro162548_L001_R1_001.fastq.gz	oro162548_L001_R2_001.fastq.gz	SAMN10877389
PRJNA518082	oro162549	COI amplicons from bat guano	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	COI amplicons generated from ANML primer pair	fastq	oro162549_L001_R1_001.fastq.gz	oro162549_L001_R2_001.fastq.gz	SAMN10877390
PRJNA518082	oro162551	COI amplicons from bat guano	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	COI amplicons generated from ANML primer pair	fastq	oro162551_L001_R1_001.fastq.gz	oro162551_L001_R2_001.fastq.gz	SAMN10877391
PRJNA518082	oro162552	COI amplicons from bat guano	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	COI amplicons generated from ANML primer pair	fastq	oro162552_L001_R1_001.fastq.gz	oro162552_L001_R2_001.fastq.gz	SAMN10877392
PRJNA518082	oro162554	COI amplicons from bat guano	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	COI amplicons generated from ANML primer pair	fastq	oro162554_L001_R1_001.fastq.gz	oro162554_L001_R2_001.fastq.gz	SAMN10877393
PRJNA518082	oro162555	COI amplicons from bat guano	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	COI amplicons generated from ANML primer pair	fastq	oro162555_L001_R1_001.fastq.gz	oro162555_L001_R2_001.fastq.gz	SAMN10877394
PRJNA518082	oro162557	COI amplicons from bat guano	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	COI amplicons generated from ANML primer pair	fastq	oro162557_L001_R1_001.fastq.gz	oro162557_L001_R2_001.fastq.gz	SAMN10877395
PRJNA518082	oro162561	COI amplicons from bat guano	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	COI amplicons generated from ANML primer pair	fastq	oro162561_L001_R1_001.fastq.gz	oro162561_L001_R2_001.fastq.gz	SAMN10877396
PRJNA518082	oro162562	COI amplicons from bat guano	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	COI amplicons generated from ANML primer pair	fastq	oro162562_L001_R1_001.fastq.gz	oro162562_L001_R2_001.fastq.gz	SAMN10877397
PRJNA518082	oro162563	COI amplicons from bat guano	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	COI amplicons generated from ANML primer pair	fastq	oro162563_L001_R1_001.fastq.gz	oro162563_L001_R2_001.fastq.gz	SAMN10877398
PRJNA518082	oro162564	COI amplicons from bat guano	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	COI amplicons generated from ANML primer pair	fastq	oro162564_L001_R1_001.fastq.gz	oro162564_L001_R2_001.fastq.gz	SAMN10877399
PRJNA518082	oro162565	COI amplicons from bat guano	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	COI amplicons generated from ANML primer pair	fastq	oro162565_L001_R1_001.fastq.gz	oro162565_L001_R2_001.fastq.gz	SAMN10877400
PRJNA518082	oro162566	COI amplicons from bat guano	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	COI amplicons generated from ANML primer pair	fastq	oro162566_L001_R1_001.fastq.gz	oro162566_L001_R2_001.fastq.gz	SAMN10877401
PRJNA518082	oro162567	COI amplicons from bat guano	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	COI amplicons generated from ANML primer pair	fastq	oro162567_L001_R1_001.fastq.gz	oro162567_L001_R2_001.fastq.gz	SAMN10877402
PRJNA518082	oro162568	COI amplicons from bat guano	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	COI amplicons generated from ANML primer pair	fastq	oro162568_L001_R1_001.fastq.gz	oro162568_L001_R2_001.fastq.gz	SAMN10877403
PRJNA518082	oro162570	COI amplicons from bat guano	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	COI amplicons generated from ANML primer pair	fastq	oro162570_L001_R1_001.fastq.gz	oro162570_L001_R2_001.fastq.gz	SAMN10877404
PRJNA518082	oro162571	COI amplicons from bat guano	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	COI amplicons generated from ANML primer pair	fastq	oro162571_L001_R1_001.fastq.gz	oro162571_L001_R2_001.fastq.gz	SAMN10877405
PRJNA518082	oro162572	COI amplicons from bat guano	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	COI amplicons generated from ANML primer pair	fastq	oro162572_L001_R1_001.fastq.gz	oro162572_L001_R2_001.fastq.gz	SAMN10877406
PRJNA518082	oro162573	COI amplicons from bat guano	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	COI amplicons generated from ANML primer pair	fastq	oro162573_L001_R1_001.fastq.gz	oro162573_L001_R2_001.fastq.gz	SAMN10877407
PRJNA518082	oro162654	COI amplicons from bat guano	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	COI amplicons generated from ANML primer pair	fastq	oro162654_L001_R1_001.fastq.gz	oro162654_L001_R2_001.fastq.gz	SAMN10877408
PRJNA518082	oro162655	COI amplicons from bat guano	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	COI amplicons generated from ANML primer pair	fastq	oro162655_L001_R1_001.fastq.gz	oro162655_L001_R2_001.fastq.gz	SAMN10877409
PRJNA518082	oro162656	COI amplicons from bat guano	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	COI amplicons generated from ANML primer pair	fastq	oro162656_L001_R1_001.fastq.gz	oro162656_L001_R2_001.fastq.gz	SAMN10877410
PRJNA518082	oro162657	COI amplicons from bat guano	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	COI amplicons generated from ANML primer pair	fastq	oro162657_L001_R1_001.fastq.gz	oro162657_L001_R2_001.fastq.gz	SAMN10877411
PRJNA518082	oro162658	COI amplicons from bat guano	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	COI amplicons generated from ANML primer pair	fastq	oro162658_L001_R1_001.fastq.gz	oro162658_L001_R2_001.fastq.gz	SAMN10877412
PRJNA518082	oro162659	COI amplicons from bat guano	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	COI amplicons generated from ANML primer pair	fastq	oro162659_L001_R1_001.fastq.gz	oro162659_L001_R2_001.fastq.gz	SAMN10877413
PRJNA518082	oro162660	COI amplicons from bat guano	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	COI amplicons generated from ANML primer pair	fastq	oro162660_L001_R1_001.fastq.gz	oro162660_L001_R2_001.fastq.gz	SAMN10877414
PRJNA518082	oro162661	COI amplicons from bat guano	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	COI amplicons generated from ANML primer pair	fastq	oro162661_L001_R1_001.fastq.gz	oro162661_L001_R2_001.fastq.gz	SAMN10877415
PRJNA518082	oro162662	COI amplicons from bat guano	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	COI amplicons generated from ANML primer pair	fastq	oro162662_L001_R1_001.fastq.gz	oro162662_L001_R2_001.fastq.gz	SAMN10877416
PRJNA518082	oro162663	COI amplicons from bat guano	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	COI amplicons generated from ANML primer pair	fastq	oro162663_L001_R1_001.fastq.gz	oro162663_L001_R2_001.fastq.gz	SAMN10877417
PRJNA518082	oro162664	COI amplicons from bat guano	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	COI amplicons generated from ANML primer pair	fastq	oro162664_L001_R1_001.fastq.gz	oro162664_L001_R2_001.fastq.gz	SAMN10877418
PRJNA518082	oro162665	COI amplicons from bat guano	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	COI amplicons generated from ANML primer pair	fastq	oro162665_L001_R1_001.fastq.gz	oro162665_L001_R2_001.fastq.gz	SAMN10877419
PRJNA518082	oro162666	COI amplicons from bat guano	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	COI amplicons generated from ANML primer pair	fastq	oro162666_L001_R1_001.fastq.gz	oro162666_L001_R2_001.fastq.gz	SAMN10877420
PRJNA518082	oro162667	COI amplicons from bat guano	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	COI amplicons generated from ANML primer pair	fastq	oro162667_L001_R1_001.fastq.gz	oro162667_L001_R2_001.fastq.gz	SAMN10877421
PRJNA518082	oro162668	COI amplicons from bat guano	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	COI amplicons generated from ANML primer pair	fastq	oro162668_L001_R1_001.fastq.gz	oro162668_L001_R2_001.fastq.gz	SAMN10877422
PRJNA518082	oro162669	COI amplicons from bat guano	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	COI amplicons generated from ANML primer pair	fastq	oro162669_L001_R1_001.fastq.gz	oro162669_L001_R2_001.fastq.gz	SAMN10877423
PRJNA518082	oro162670	COI amplicons from bat guano	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	COI amplicons generated from ANML primer pair	fastq	oro162670_L001_R1_001.fastq.gz	oro162670_L001_R2_001.fastq.gz	SAMN10877424
PRJNA518082	oro162671	COI amplicons from bat guano	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	COI amplicons generated from ANML primer pair	fastq	oro162671_L001_R1_001.fastq.gz	oro162671_L001_R2_001.fastq.gz	SAMN10877425
PRJNA518082	oro162672	COI amplicons from bat guano	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	COI amplicons generated from ANML primer pair	fastq	oro162672_L001_R1_001.fastq.gz	oro162672_L001_R2_001.fastq.gz	SAMN10877426
PRJNA518082	oro162673	COI amplicons from bat guano	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	COI amplicons generated from ANML primer pair	fastq	oro162673_L001_R1_001.fastq.gz	oro162673_L001_R2_001.fastq.gz	SAMN10877427
