"","query","location_output"
"733","2317df003bf9a9c9fbf1da8850bfbeb1","Arthropoda;Insecta;Trichoptera;Hydropsychidae;Cheumatopsyche"
"734","2331f50db0b58dfaf9f67ef33e6c4474","Arthropoda;Insecta;Ephemeroptera;Caenidae;Caenis"
"735","23494dbebc727f18425cfcda95a71aa5","Arthropoda;Insecta;Lepidoptera;Tortricidae;Pseudosciaphila;Pseudosciaphila duplex"
"736","235f3aa504a43f60ea40edc7bb862c6b","Arthropoda;Insecta;Lepidoptera;Blastobasidae;Hypatopa;Hypatopa musa"
"737","236a9d0a167f83afb7b9c67f3533c46c","Arthropoda;Insecta;Coleoptera;Tenebrionidae;Isomira"
"738","238cc09c5f99415f6363a9dfe132376c","Arthropoda;Insecta;Coleoptera;Coccinellidae;Harmonia;Harmonia axyridis"
"739","238fa090f305c52a5d80638fe21a38b0","Arthropoda;Insecta;Diptera;Anthomyiidae;Pegomya"
"740","239305e79574dbd49ed3e6839031aafd","Arthropoda;Insecta;Diptera;Chironomidae;Procladius"
"741","239c51ac16f51bf2ff110c099ebc0773","Arthropoda;Insecta;Lepidoptera;Gelechiidae;Gnorimoschema;Gnorimoschema jocelynae"
"742","23a04708115bade898c83fe8f4c848df","Arthropoda;Insecta;Lepidoptera;Limacodidae;Tortricidia"
"743","23a3eb976b47c6102e9689884ee670b4","Arthropoda;Arachnida;Araneae;Dictynidae;Emblyna;Emblyna phylax"
"744","23a80902153327b1d3b59f01b0753818","Arthropoda;Insecta;Diptera;Culicidae;Aedes;Aedes canadensis"
"745","23ac2a086ea44e2475096af7292f967c","Arthropoda;Insecta;Diptera;Chironomidae;Tanytarsus"
"746","23bfb1959b22d2d2e666b45190eb3040","Arthropoda;Insecta;Lepidoptera"
"747","23ce6c02b237585abb33a7a2447fe536","Arthropoda;Insecta;Coleoptera;Scirtidae;Contacyphon;Contacyphon obscurus"
"748","23d6108c23021c9c0e7fed168c272864","Arthropoda;Insecta;Lepidoptera;Depressariidae;Psilocorsis"
"749","23db26e74866251021e86d3610512c34","Arthropoda;Insecta;Lepidoptera;Depressariidae;Psilocorsis"
"750","23dc80ca9660e34e569cb7c1c218efbc","Arthropoda;Insecta;Diptera;Chironomidae;Procladius"
"751","23dd430fbe8c453e6c74bfff27ef782d","Arthropoda;Insecta;Coleoptera;Scarabaeidae;Phyllophaga;Phyllophaga drakii"
"752","23e0a34eb9fcbc8fd759951bc02a7d81","Arthropoda;Insecta;Lepidoptera;Limacodidae;Ecnomoctena;Ecnomoctena brachyopa"
"753","23e74fb460a7505d499906e4e4b42187","Arthropoda;Insecta;Hymenoptera;Formicidae;Tetramorium"
"754","23ebc6833aad5ca0a53fabc8d32f103c","Arthropoda;Insecta;Diptera;Chironomidae;Tanytarsus"
"755","23f1979f490d4dcfbde87ae621f22d8a","Arthropoda;Insecta;Diptera;Limoniidae;Rhipidia;Rhipidia maculata"
"756","24034e09975d835d5a7722ab9fb53d07","Arthropoda;Insecta;Hemiptera;Miridae;Phytocoris;Phytocoris sulcatus"
"757","24382c99396c79ff1416ad35f3a02dc4","Arthropoda;Insecta;Lepidoptera;Tortricidae;Pelochrista;Pelochrista similiana"
"758","244a7e025b4e29c9750bb7e53ffb71e6","Arthropoda;Insecta;Trichoptera;Leptoceridae;Ceraclea;Ceraclea maculata"
"759","24546cbaed9393c5e969276d6656ac82","Arthropoda;Insecta;Lepidoptera;Blastobasidae;Pigritia"
"760","24546d2417b704e1b62284379820b193","Arthropoda;Insecta;Diptera;Chironomidae;Chironomus"
"761","2458c85a6a291b06abbb96acbeef976f","Arthropoda;Insecta;Diptera;Simuliidae;Cnephia;Cnephia ornithophilia"
"762","2470fb91af68b73c0dc7cb24008365eb","Arthropoda;Insecta;Ephemeroptera;Heptageniidae;Stenonema;Stenonema femoratum"
"763","247d95d1d59acf3b3fc3f13cb29c5622","Arthropoda;Insecta;Diptera;Limoniidae;Antocha"
"764","24991519a584f05e275890c18477bf04","Arthropoda;Insecta;Trichoptera;Limnephilidae;Limnephilus;Limnephilus indivisus"
"765","24a20c09648436af6425e8cb53bdfb02","Arthropoda;Insecta;Trichoptera;Psychomyiidae;Psychomyia;Psychomyia flavida"
"766","24acde9389a0c8d6ab09623187eb5fd7","Arthropoda;Insecta;Lepidoptera;Nymphalidae;Cymothoe;Cymothoe egesta"
"767","24ba08b63fa1a2fce49ca8b2536c7ff8","Arthropoda;Insecta;Lepidoptera;Noctuidae;Anathix;Anathix puta"
"768","24c22235b0bbc7eeb035a9078cf24bc8","Arthropoda;Insecta;Lepidoptera;Tortricidae;Argyrotaenia;Argyrotaenia mariana"
"769","2507fa742d3a3707f605a3acb872a663","Arthropoda;Insecta;Ephemeroptera;Heptageniidae;Maccaffertium;Maccaffertium modestum"
"770","25084c125311e080429d722571a6aa88","Arthropoda;Insecta;Lepidoptera;Geometridae;Besma;Besma endropiaria"
"771","2508647c1b83f84a3e6e42b32202078d","Arthropoda;Insecta;Coleoptera;Dermestidae;Attagenus;Attagenus brunneus"
"772","250a9d22ee01fdd92b38e4d3a72e91ed","Arthropoda;Insecta;Coleoptera;Tenebrionidae;Isomira"
"773","250bc87ecc9d3286e29741bdb2f72c17","Arthropoda;Insecta;Diptera;Chironomidae;Ablabesmyia;Ablabesmyia americana"
"774","250fcf5bec8e8e1c676d1ff69416ecd0","Arthropoda;Insecta;Lepidoptera;Depressariidae;Agonopterix"
"775","253c403f77183f43e025815d9e06f9fa","Arthropoda;Insecta;Trichoptera;Phryganeidae;Agrypnia;Agrypnia vestita"
"776","253cbbdd21962a53e5ff99005c198bea","Arthropoda;Insecta;Diptera;Chironomidae;Dicrotendipes;Dicrotendipes modestus"
"777","254b79466bd489256a87c7300184af22","Arthropoda;Insecta;Diptera;Tipulidae;Tipula"
"778","256316410f8caac77e1b84b2695695ef","Arthropoda;Insecta;Lepidoptera;Depressariidae;Machimia;Machimia tentoriferella"
"779","2569e8eb1bf2bd15b185435acbfc6e54","Arthropoda;Insecta;Ephemeroptera;Caenidae;Caenis"
"780","256b8d934e12d9ff5aa3b3f12214e39f","Arthropoda;Insecta;Hemiptera;Cicadellidae;Gyponana"
"781","25706488b916f265a6abe81960ecb544","Arthropoda;Insecta;Megaloptera;Corydalidae;Chauliodes;Chauliodes rastricornis"
"782","257e01cd7fc3c08221f402c24d49c481","Arthropoda;Insecta;Ephemeroptera;Ephemerellidae;Serratella;Serratella serrata"
"783","25840a1e1e48e85b9a9053fd7bb1e927","Arthropoda;Insecta;Diptera;Chironomidae;Micropsectra"
"784","2585f2348e958072997564092074f5cf","Arthropoda;Insecta;Coleoptera;Scarabaeidae;Phyllophaga;Phyllophaga hirticula"
"785","258935918c8203f405c23327a9b493dc","Arthropoda;Insecta;Coleoptera;Tenebrionidae;Hymenorus;Hymenorus picipennis"
"786","2598699e353a352fb1bd9596655e2324","Arthropoda;Insecta;Hemiptera;Cicadellidae;Gyponana"
"787","2598abb42686674be9f2f044f961ecbd","Arthropoda;Insecta;Diptera;Limoniidae;Helius;Helius flavipes"
"788","25b05228ba6e3df36f043236302e4399","Arthropoda;Insecta;Diptera;Anthomyiidae;Delia;Delia platura"
"789","25ddb3cd7edb34071b390f118ccac08d","Arthropoda;Arachnida;Araneae;Clubionidae;Clubiona;Clubiona pygmaea"
"790","25e60b23ba3dd1c6ff6b810e1a021fcb","Arthropoda;Insecta;Diptera;Mycetophilidae;Mycetophila"
"791","25e92c61b8801fd5cdbe6ddc243e9a16","Arthropoda;Insecta;Lepidoptera;Depressariidae;Machimia;Machimia tentoriferella"
"792","2614a2847817f146c9c63d9a49e21edb","Arthropoda;Insecta;Lepidoptera;Oecophoridae;Eido;Eido trimaculella"
"793","261b592d786eac09615b1a78a4be5556","Arthropoda;Insecta;Psocodea;Psocidae;Metylophorus;Metylophorus novaescotiae"
"794","261b79ecf6a60983ddea221caacb74ed","Arthropoda;Insecta;Lepidoptera;Tineidae;Setomorpha;Setomorpha BioLep5510"
"795","26241b78b0265a6d71028e8f5b142b5e","Arthropoda;Insecta;Diptera;Chironomidae;Microtendipes"
"796","262734c74b6d8c0fe20f21d2160f9e7e","Arthropoda;Insecta;Diptera;Limoniidae;Elephantomyia;Elephantomyia westwoodi"
"797","263a03cc638a1d462c82cd0d55de05f0","Arthropoda;Insecta;Lepidoptera;Sphingidae"
"798","264f964c1a76c9b36bd500ae31af5d41","Arthropoda;Insecta;Diptera;Limoniidae;Epiphragma;Epiphragma fasciapenne"
"799","26510d4e04971726240ab8df95f23e7c","Arthropoda;Insecta;Psocodea;Psocidae;Metylophorus;Metylophorus novaescotiae"
"800","26530ee79792fc5e011fd122af05f161","Arthropoda;Insecta;Megaloptera;Corydalidae;Chauliodes;Chauliodes rastricornis"
"801","265624272d980f4f793356b6086e6ae1","Arthropoda;Insecta;Diptera;Tachinidae;Phytomyptera;Phytomyptera Wood02"
"802","265b6f85843ba9466f47faf058377325","Arthropoda;Insecta;Lepidoptera;Crambidae;Scoparia;Scoparia biplagialis"
"803","265f883c88dea34b6fa8341201d39418","Arthropoda;Insecta;Lepidoptera;Sphingidae;Sphinx"
"804","266298431ac540628bb09a65a7540963","Arthropoda;Insecta;Coleoptera;Tenebrionidae;Isomira"
"805","266bc49428652e42da420a402b7fd026","Arthropoda;Insecta;Coleoptera;Scarabaeidae;Phyllophaga;Phyllophaga hirticula"
"806","26724dbbed06b28ce05275b6cbbf7977","Arthropoda;Insecta;Lepidoptera;Argyresthiidae;Argyresthia"
"807","26823674f3647ae449131ef24869b546","Arthropoda;Insecta;Neuroptera;Hemerobiidae;Wesmaelius;Wesmaelius longifrons"
"808","26912c7cb437cb4d65a6469957041592","Arthropoda;Insecta;Coleoptera;Pyrochroidae;Neopyrochroa;Neopyrochroa flabellata"
"809","2699880d26295298d366fed83af85037","Arthropoda;Insecta;Diptera;Culicidae;Aedes;Aedes vexans"
"810","269fbc5eb22469b4b6e278d5a8070698","Arthropoda;Insecta;Lepidoptera;Nepticulidae;Stigmella"
"811","26b1a36f0c724e0b6814caf4f316c874","Arthropoda;Insecta;Lepidoptera;Oecophoridae;Sphyrelata;Sphyrelata amotella"
"812","26b2888ccc815b633d36c9e511ef1b54","Arthropoda;Insecta;Diptera;Chironomidae;Ablabesmyia"
"813","26bbbc5c10b4dab1405e84cf35f2f428","Arthropoda;Insecta;Diptera;Chironomidae;Chironomus"
"814","26cf05bc45012ed48e65945e379fc3a2","Arthropoda;Insecta;Lepidoptera;Bucculatricidae;Bucculatrix"
"815","26d52501565279adf2a17a9264e3e3b2","Arthropoda;Insecta;Lepidoptera;Tortricidae;Spilonota;Spilonota laricana"
"816","26f1e473cb0ee1def3dc2fd14156261d","Arthropoda;Insecta;Psocodea;Psocidae;Metylophorus;Metylophorus novaescotiae"
"817","26f80a0b972216c8db90741307ecca64","Arthropoda;Insecta;Coleoptera;Chrysomelidae;Paria;Paria fragariae"
"818","2706ff5549e413290805341b93520ef0","Arthropoda;Insecta;Lepidoptera;Nymphalidae;Calisto;Calisto aquilum"
"819","271117751abf468048a65083595ab523","Arthropoda;Insecta;Lepidoptera;Gracillariidae;Caloptilia;Caloptilia alnivorella"
"820","274b79df005db86418685e61da28504b","Arthropoda;Insecta;Diptera;Culicidae;Aedes;Aedes sp."
"821","274f1e4bf091cffcfda5f75cd5037f24","Arthropoda;Insecta;Lepidoptera"
"822","275c3c116677ef2487ef858470605e24","Arthropoda;Insecta;Psocodea;Dasydemellidae;Teliapsocus"
"823","2767ba40bae41a616779e2fc7cda26ad","Arthropoda;Insecta;Lepidoptera"
"824","27680444d536cb1d4a985f3e18afaab4","Arthropoda;Insecta;Coleoptera;Pyrochroidae;Dendroides;Dendroides concolor"
"825","2770a6d73308dd58081ab50f59eded0d","Arthropoda;Insecta;Diptera;Tipulidae;Tipula;Tipula senega"
"826","2774bd9f04a17cf8a3d5a7b77f5cad2d","Arthropoda;Insecta;Coleoptera;Carabidae;Calathus;Calathus opaculus"
"827","2777e21ee803562a0344f8650b4dcaa7","Arthropoda;Insecta;Ephemeroptera;Heptageniidae;Maccaffertium;Maccaffertium terminatum"
"828","2779d1e008438a9fdc2d31ad5a9756db","Arthropoda;Insecta;Hymenoptera;Braconidae;Euphoriella"
"829","277d3dc2bdc1d2ecddbb17aa31a3bf11","Arthropoda;Insecta;Coleoptera;Chrysomelidae;Paria;Paria fragariae"
"830","27850196dfbb8b3ee7d36f7908efcc8d","Arthropoda;Insecta;Diptera;Tipulidae;Tipula;Tipula entomophthorae"
"831","278b95827b32087ed0644f54049bfaa8","Arthropoda;Arachnida;Araneae;Clubionidae;Clubiona;Clubiona pygmaea"
"832","279a849615ad7732ea6aa026aa5eb3b9","Arthropoda;Insecta;Diptera;Bibionidae;Bibio"
"833","27a9f280ddd5d4b6f825421ed8101cb7","Arthropoda;Insecta;Lepidoptera;Erebidae;Hypena;Hypena palparia"
"834","27ac9cc060b5961b1ee0fe0c0565d5e4","Arthropoda;Insecta;Lepidoptera;Crambidae;Elophila;Elophila obliteralis"
"835","27ad981429d69c7cc309a39a04f0efae","Arthropoda;Insecta;Coleoptera;Dytiscidae;Ilybius;Ilybius pleuriticus"
"836","27b159fe9c5dc25c288197d530c19525","Arthropoda;Insecta;Lepidoptera;Depressariidae;Psilocorsis"
"837","27b28c944e7c958c5cfe448f7edd8cb9","Arthropoda;Insecta;Plecoptera;Nemouridae;Ostrocerca"
"838","27d579fbc44d8d25ac9ff62d9280cb3f","Arthropoda;Insecta;Lepidoptera;Geometridae;Macaria"
"839","27e2833ecf8811db5e28cde2112f90f7","Arthropoda;Insecta;Lepidoptera;Geometridae;Xanthorhoe;Xanthorhoe ferrugata"
"840","27ecd592d9c4fce229239134da820ab9","Arthropoda;Insecta;Diptera;Chironomidae;Dicrotendipes;Dicrotendipes modestus"
"841","27f6704f020ca34612102683e43f9989","Arthropoda;Insecta;Lepidoptera;Crambidae;Anania;Anania quebecensis"
"842","2806dd21143242f2c905569e7ed7bc8c","Arthropoda;Insecta;Hemiptera;Cicadellidae;Ponana;Ponana rubida"
"843","2816d9876f6d09b831042a02f271f06f","Arthropoda;Insecta;Megaloptera;Sialidae;Sialis"
"844","2818f18feb822ec7526ec9ae8315bd94","Arthropoda;Insecta;Diptera;Limoniidae;Metalimnobia;Metalimnobia triocellata"
"845","28211cbb4f3ca99ad443efb46e0b97f0","Arthropoda;Arachnida;Araneae;Philodromidae;Philodromus;Philodromus rufus"
"846","282707b502a1042ac1486e978b574dc9","Arthropoda;Insecta;Lepidoptera;Erebidae;Hypena;Hypena baltimoralis"
"847","282902c65a5941e68f5b4651b7af2f54","Arthropoda;Insecta;Lepidoptera;Saturniidae;Actias;Actias luna"
"848","28388abe51cb3d4b7bcdbc32a11a5c3c","Arthropoda;Insecta;Diptera;Culicidae;Aedes;Aedes sp."
"849","283b33f743153c2fc4b45bf324ae254d","Arthropoda;Insecta;Diptera;Chironomidae;Chironomus"
"850","283bc33829d0011b35cb1f41e7f89098","Arthropoda;Insecta;Lepidoptera;Erebidae;Hypena;Hypena scabra"
"851","283bd640a7b6ddabf8fdd7b22ca8e3f9","Arthropoda;Insecta;Ephemeroptera;Caenidae;Caenis"
"852","28490aaf2f6f2ba454afdba5e9941cbc","Arthropoda;Insecta;Coleoptera;Scarabaeidae;Phyllophaga;Phyllophaga hirticula"
"853","285278d9303f730e1403beb550beeb11","Arthropoda;Insecta;Diptera;Tachinidae;Panzeria;Panzeria johnsoni"
"854","28748c076915bed803944542f431003c","Arthropoda;Insecta;Diptera;Psychodidae;Psychoda"
"855","2885f4670de2db17d45deb827666d61a","Arthropoda;Insecta;Lepidoptera"
"856","28895d0a14525f4062aeca3b188c1a44","Arthropoda;Insecta;Lepidoptera;Tortricidae;Olethreutes"
"857","28921b9fb99bc9773e1e6b73eb15579e","Arthropoda;Insecta;Lepidoptera;Tortricidae;Cydia;Cydia populana"
"858","2895a99abafb6887774687c441428f18","Arthropoda;Insecta;Trichoptera;Leptoceridae;Ceraclea"
"859","28a1097e7b6022ae31517647c70776c1","Arthropoda;Insecta;Lepidoptera;Tortricidae;Olethreutes"
"860","28a4d7e3b4621c5fd47a41543b3359b0","Arthropoda;Insecta;Lepidoptera"
"861","28af0d56d47919863048d72087f44590","Arthropoda;Insecta;Diptera;Chironomidae;Xenochironomus"
"862","28b80e74f100e30da11a3060a277ce0a","Arthropoda;Insecta;Lepidoptera;Crambidae;Crambus"
"863","28c19bd87b1120430179cc024a6c753e","Arthropoda;Insecta;Lepidoptera"
"864","28c653c60efccc827576e1abba91bc2a","Arthropoda;Insecta;Trichoptera;Hydropsychidae;Hydropsyche;Hydropsyche morosa"
"865","28cea70f1432104371c9afb6bfa829f1","Arthropoda;Insecta;Diptera;Limoniidae;Euphylidorea;Euphylidorea platyphallus"
"866","28d4459b2b3fae251842b2aef7f9037b","Arthropoda;Insecta;Lepidoptera;Tortricidae;Clepsis;Clepsis virescana"
"867","28f66b76f78ca6a0c789625f0d12cb6a","Arthropoda;Insecta;Hymenoptera;Ichneumonidae;Tycherus"
"868","28f8877b406bb5b44cdef82d3497b9ed","Arthropoda;Insecta;Ephemeroptera;Caenidae;Caenis"
"869","28fccbdf31dc55b42c90e10da11afcb4","Arthropoda;Insecta;Diptera;Culicidae;Aedes;Aedes vexans"
"870","29168acb1af2dc6cdc6a73f417912a31","Arthropoda;Insecta;Megaloptera;Corydalidae;Chauliodes;Chauliodes pectinicornis"
"871","2919ca83c4bef80e56526ed6bbf7acb4","Arthropoda;Insecta;Coleoptera;Scarabaeidae;Phyllophaga;Phyllophaga crenulata"
"872","2929f0d1020b94297bb3af7bc77845da","Arthropoda;Insecta"
"873","293238260e8b6c91b51e2b04bff31e4d","Arthropoda;Arachnida;Araneae;Araneidae;Eustala;Eustala rosae"
"874","2936fc258da928a7e650eb78dd5d0bc2","Arthropoda;Insecta;Lepidoptera"
"875","29385fefe4bcfeaf0982cd48da476351","Arthropoda;Insecta;Coleoptera;Scraptiidae;Canifa;Canifa pallipes"
"876","294b9ef65e532496a03ad914506526d4","Arthropoda;Insecta;Diptera;Limoniidae;Ormosia;Ormosia affinis"
"877","294d294e32b42e97c96f5434fd0767c7","Arthropoda;Insecta;Trichoptera;Phryganeidae;Agrypnia;Agrypnia vestita"
"878","2963feeac2d697cc60a48414b7347a89","Arthropoda;Insecta;Lepidoptera;Argyresthiidae;Argyresthia;Argyresthia conjugella"
"879","29688a0acf15740d368c89f69e3bc0fa","Arthropoda;Insecta;Diptera;Culicidae;Aedes;Aedes sp."
"880","2972126240769dcd3fc9450436d047c8","Arthropoda;Insecta;Coleoptera;Scarabaeidae;Phyllophaga;Phyllophaga fusca"
"881","29797b090b53a8334a3ec4c6a4d2e20a","Arthropoda;Insecta;Lepidoptera;Tortricidae;Cenopis;Cenopis reticulatana"
"882","2980f04b9a73982a5013c52ebc1f6f13","Arthropoda;Insecta;Lepidoptera;Erebidae;Catocala"
"883","29933f0b8c2765a7a6417ee00f03e302","Arthropoda;Insecta;Ephemeroptera;Ephemerellidae;Eurylophella;Eurylophella poconoensis"
"884","29b608243f2f0baaae65a137434483d9","Arthropoda;Insecta;Hymenoptera;Ichneumonidae;Ophion"
"885","29b979de26ce912f0cea530f1c2ac38d","Arthropoda;Insecta;Coleoptera;Coccinellidae;Harmonia;Harmonia axyridis"
"886","29d26278491f4e1f4a4ebede184cfab8","Arthropoda;Insecta;Lepidoptera"
"887","29d8106a35d6dbda9d9a46833d73497a","Arthropoda;Insecta;Coleoptera;Scirtidae;Contacyphon"
"888","29da0fd932741dc00b601ca57739078c","Arthropoda;Insecta;Lepidoptera"
"889","29da2b1f327f5433e46cd43fce5be36a","Arthropoda;Insecta;Diptera;Limoniidae;Metalimnobia;Metalimnobia triocellata"
"890","29f731714759ae910d6e6615744d2b45","Arthropoda;Insecta;Diptera;Chironomidae;Procladius"
"891","2a053ec0ddc8187779ba288571a4b92c","Arthropoda;Insecta;Trichoptera;Polycentropodidae;Polycentropus;Polycentropus pentus"
"892","2a29dada06f9399d656584b5696b2b0c","Arthropoda;Insecta;Ephemeroptera;Caenidae;Caenis"
"893","2a2ad8be88e21ba5fcb3ea123d9bffff","Arthropoda;Insecta;Diptera;Culicidae;Culiseta;Culiseta morsitans"
"894","2a2f8725b586915bfcb905cb66f90e6b","Arthropoda;Insecta;Diptera;Limoniidae;Rhipidia;Rhipidia maculata"
"895","2a517a049b1a49137f36792ef2007c96","Arthropoda;Insecta;Lepidoptera"
"896","2a6591f72902f9107ccec2650d9c63fd","Arthropoda;Insecta;Lepidoptera;Tortricidae;Acleris;Acleris ferrugana"
"897","2a6c26d719db115883883af5abb3aa2d","Arthropoda;Insecta;Lepidoptera"
"898","2a7ba424b8392cf81dd19e950277765f","Arthropoda;Insecta;Lepidoptera"
"899","2a7fd96e863cc3b2542eb8ff0eb87588","Arthropoda;Insecta;Hemiptera;Lygaeidae;Kleidocerys;Kleidocerys resedae"
"900","2a8dd196ab98b79da9fb64be5f6bb4b4","Arthropoda;Insecta;Lepidoptera;Tortricidae;Syndemis"
"901","2a99552cc9a404635d07ff52176cac82","Arthropoda;Insecta;Coleoptera;Hydrophilidae;Hydrobius"
"902","2a9c57e8556a5b7a3da4137815153141","Arthropoda;Insecta;Coleoptera;Scarabaeidae;Euphoria;Euphoria fulgida"
"903","2ac4d0ee291f3e85465cc3e2d1f13377","Arthropoda;Insecta;Coleoptera;Carabidae;Platynus;Platynus tenuicollis"
"904","2acd6a28574041337fac13293c9d052a","Arthropoda;Insecta;Diptera;Dolichopodidae;Gymnopternus;Gymnopternus opacus"
"905","2ad1d5be66679383381bf96dbf04d400","Arthropoda;Insecta;Diptera;Culicidae;Aedes;Aedes canadensis"
"906","2ae25d61d9ae54ed5798719061ee09c3","Arthropoda;Arachnida;Araneae;Theridiidae;Wamba;Wamba crispulus"
"907","2ae3930738c655f51c253c785df5cd49","Arthropoda;Insecta;Diptera;Culicidae;Aedes;Aedes sp."
"908","2aff2090a82e5ebf691631d1b0e75256","Arthropoda;Insecta;Lepidoptera;Tortricidae;Argyrotaenia;Argyrotaenia mariana"
"909","2b21eb89d196776805d2a862f1894a9b","Arthropoda;Insecta;Diptera;Limoniidae;Gnophomyia"
"910","2b240d8ab824df90ff16755b24ad4c6e","Arthropoda;Insecta;Diptera;Tipulidae;Tipula;Tipula penobscot"
"911","2b2492e0cd515e431e962ad0a644b9e1","Arthropoda;Insecta;Ephemeroptera;Heptageniidae;Maccaffertium;Maccaffertium terminatum"
"912","2b2ae1c0a8f77238fea9ed0659d4d4da","Arthropoda;Insecta;Megaloptera;Sialidae;Sialis"
"913","2b3d42ba260ef56f95f1459040b56f54","Arthropoda;Insecta;Lepidoptera;Coleophoridae;Coleophora"
"914","2b556c01f6426b53a917ffb15ebd1e8e","Arthropoda;Insecta;Hymenoptera;Ichneumonidae;Enicospilus"
"915","2b5b90f0cbc45e98ca50aefb09ca7b12","Arthropoda;Insecta;Lepidoptera;Erebidae;Hypena;Hypena scabra"
"916","2b62dfff4e4b11792bc5605870f56405","Arthropoda;Insecta;Megaloptera;Corydalidae;Chauliodes;Chauliodes pectinicornis"
"917","2b702ef062e84534ab072b8f4c4aea4e","Arthropoda;Insecta;Lepidoptera;Depressariidae;Psilocorsis"
"918","2b77d211c8582d7c9e54f65d26dfe979","Arthropoda;Insecta;Diptera"
"919","2b7f031b58ca27c4a06ac8ca4e783944","Arthropoda;Insecta;Diptera;Limoniidae;Geranomyia"
"920","2b809f3cc97654b8e32c40305219af98","Arthropoda;Insecta;Lepidoptera;Gelechiidae;Chionodes"
"921","2b8413897a17bf68d6f60b1a89481452","Arthropoda;Insecta;Coleoptera;Silphidae;Necrodes;Necrodes surinamensis"
"922","2b876077cfd1b896628a9ee1ba075385","Arthropoda;Insecta;Diptera;Sciaridae;Bradysia"
"923","2b9551548ced23ff4476ad2a30ad427e","Arthropoda;Insecta;Coleoptera;Hydrophilidae;Helocombus;Helocombus bifidus"
"924","2b98c1cd8b7d0c4452edbb066a38816e","Arthropoda;Collembola;Entomobryomorpha;Entomobryidae;Entomobrya;Entomobrya nivalis"
"925","2b9b898e451e7eee371f332ae725e927","Arthropoda;Insecta;Diptera;Tabanidae;Hybomitra;Hybomitra pechumani"
"926","2ba069e69af2c11bad3aaa9d094e0223","Arthropoda;Insecta;Trichoptera;Hydropsychidae;Cheumatopsyche"
"927","2ba7e0584275293e8e4bd9ff355656d3","Arthropoda;Insecta;Diptera;Limoniidae;Ormosia"
"928","2baa8faf02e934d8203768a840794e1a","Arthropoda;Insecta;Hymenoptera;Ichneumonidae;Enicospilus"
"929","2bf0a4ea9d64f183c2facbb7aaccb9fd","Arthropoda;Insecta;Lepidoptera;Depressariidae;Psilocorsis"
"930","2bfb7d12826c03a70dda298b681b510b","Arthropoda;Insecta;Ephemeroptera;Heptageniidae;Leucrocuta;Leucrocuta minerva"
"931","2c00d77497547e2412067ed2d66d837b","Arthropoda;Insecta;Lepidoptera;Tortricidae;Eucosma;Eucosma gomonana"
"932","2c0f2a9c5aa536d2acaaeb667ea848d6","Arthropoda;Insecta;Coleoptera;Cerambycidae;Monochamus"
"933","2c11ea64de16805e25ed359888baabf6","Arthropoda;Insecta;Psocodea;Psocidae;Metylophorus;Metylophorus novaescotiae"
"934","2c3e74bb4615964bfb69e782e11984eb","Arthropoda;Insecta;Diptera;Drosophilidae;Scaptomyza;Scaptomyza pallida"
"935","2c47e914bb647a42631dc92de3a04208","Arthropoda;Insecta;Diptera;Anthomyiidae;Pegomya;Pegomya geniculata"
"936","2c5373583088954b9b82f1aacdc14e38","Arthropoda;Insecta;Diptera;Chironomidae;Thienemanniella;Thienemanniella lobapodema"
"937","2c5de29b7fe666fae009ce0b3ab082ec","Arthropoda;Insecta;Trichoptera;Phryganeidae;Ptilostomis;Ptilostomis ocellifera"
"938","2c6f706f11378cb46722d9192485979d","Arthropoda;Insecta;Diptera;Chironomidae;Procladius"
"939","2c931a088cc44dbc6e74d3d182d2ba2a","Arthropoda;Arachnida;Araneae;Linyphiidae;Pityohyphantes;Pityohyphantes costatus"
"940","2cbb896686d16251b722283af79b9698","Arthropoda;Insecta;Diptera;Sciaridae;Claustropyga;Claustropyga acanthostyla"
"941","2cc5c772db3c63d86ed64e8c17c39113","Arthropoda;Insecta;Coleoptera;Cantharidae;Silis;Silis percomis"
"942","2ceb54d29e5f38b51aa9ddd327c6aaf2","Arthropoda;Insecta;Coleoptera;Scarabaeidae;Phyllophaga;Phyllophaga anxia"
"943","2d16f3a38cdc200a514da9ea9354bb47","Arthropoda;Arachnida;Opiliones;Phalangiidae;Phalangium;Phalangium opilio"
"944","2d1e6ca2475d6e9f4c97140e500f364d","Arthropoda;Insecta;Coleoptera;Elateridae;Melanotus;Melanotus hyslopi"
"945","2d4c4c456a205bc0cac403ada15b36f5","Arthropoda;Insecta;Lepidoptera"
"946","2d4e5096064973d4079804f71a3f98b7","Arthropoda;Insecta;Coleoptera;Staphylinidae;Creophilus;Creophilus maxillosus"
"947","2d4ee49c4f1439be0c637c4aade3d93c","Arthropoda;Insecta;Psocodea;Psocidae;Metylophorus;Metylophorus novaescotiae"
"948","2d54b950efc8b4f980687fd970510797","Arthropoda;Insecta;Coleoptera;Cleridae;Placopterus;Placopterus thoracicus"
"949","2d5f8f8b0772a6f9e02f253cafff0342","Arthropoda;Insecta;Diptera;Limoniidae;Atarba;Atarba picticornis"
"950","2d622312e0b03e5ef0683b878316ccc4","Arthropoda;Insecta;Diptera;Culicidae;Aedes;Aedes sp."
"951","2d748b2c35b4b76b60f852c811ae81fe","Arthropoda;Insecta;Diptera;Limoniidae;Erioptera;Erioptera chlorophylla"
"952","2d80442bf46bc5ff6c7de46c57a8c7ac","Arthropoda;Insecta;Lepidoptera"
